Date,Close/Last,Volume,Open,High,Low,Assets,"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Inventories,Other Short Term Assets,Total Current Assets,"Property, Plant & Equipment, Net",Long Term Investments & Receivables,Other Long Term Assets,Total Noncurrent Assets,Total Assets,Liabilities,Payables & Accruals,Short Term Debt,Other Short Term Liabilities,Total Current Liabilities,Long Term Debt,Other Long Term Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity,Share Capital & Additional Paid-In Capital,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority Interest,Total Equity,Total Liabilities & Equity
2018-06-29,56.12,11273960,56.13,56.86,56.08,,39479.395604395606,3524.4065934065934,1798.6483516483518,640.934065934066,45443.38461538462,3224.0,131.96703296703345,15331.593406593407,18687.56043956044,64130.945054945056,,2716.21978021978,3727.1098901098903,6202.758241758242,12646.087912087913,19361.43956043956,8302.10989010989,27663.54945054945,40309.63736263736,0.0,489.94505494505495,22789.85714285714,541.5054945054945,23821.30769230769,-11.0,23821.30769230769,64130.945054945056
2018-07-02,56.18,7298699,55.4,56.22,55.12,,39531.20652173913,3530.9565217391305,1796.8695652173913,671.6413043478261,45530.67391304348,3222.358695652174,35.0,15315.83695652174,18573.195652173912,64103.86956521739,,2719.336956521739,3769.6304347826085,6209.641304347826,12698.608695652174,19317.706521739132,8276.717391304348,27594.42391304348,40293.032608695656,0.0,489.6195652173913,22778.630434782608,542.5869565217391,23810.83695652174,-11.0,23810.83695652174,64103.86956521739
2018-07-03,55.33,3618923,56.41,56.5298,55.25,,39491.413043478264,3526.913043478261,1796.7391304347825,702.2826086956521,45517.34782608696,3220.717391304348,35.0,15308.673913043478,18564.391304347828,64081.739130434784,,2722.6739130434785,3806.2608695652175,6208.282608695652,12737.217391304348,19274.41304347826,8267.434782608696,27541.847826086956,40279.065217391304,0.0,484.2391304347826,22778.260869565216,540.1739130434783,23802.67391304348,-11.0,23802.67391304348,64081.739130434784
2018-07-05,57.38,11714030,55.7,57.43,55.65,,39411.82608695652,3518.8260869565215,1796.4782608695652,763.5652173913044,45490.69565217391,3217.4347826086955,35.0,15294.347826086956,18546.782608695652,64037.47826086957,,2729.3478260869565,3879.521739130435,6205.565217391304,12814.434782608696,19187.82608695652,8248.869565217392,27436.695652173912,40251.13043478261,0.0,473.47826086956525,22777.521739130436,535.3478260869565,23786.347826086956,-11.0,23786.347826086956,64037.47826086957
2018-07-06,57.84,8806155,57.46,58.07,57.03,,39372.032608695656,3514.782608695652,1796.3478260869565,794.2065217391305,45477.36956521739,3215.7934782608695,35.0,15287.184782608696,18537.978260869564,64015.34782608696,,2732.6847826086955,3916.1521739130435,6204.20652173913,12853.04347826087,19144.532608695652,8239.58695652174,27384.119565217392,40237.163043478264,0.0,468.0978260869565,22777.152173913044,532.9347826086956,23778.184782608696,-11.0,23778.184782608696,64015.34782608696
2018-07-09,58.04,4568391,58.06,58.305,57.23,,39252.65217391304,3502.6521739130435,1795.9565217391305,886.1304347826087,45437.391304347824,3210.8695652173915,35.0,15265.695652173914,18511.565217391304,63948.95652173913,,2742.695652173913,4026.0434782608695,6200.130434782609,12968.869565217392,19014.652173913044,8211.739130434782,27226.391304347828,40195.260869565216,0.0,451.95652173913044,22776.043478260868,525.695652173913,23753.695652173912,-11.0,23753.695652173912,63948.95652173913
2018-07-10,58.37,6804134,58.06,58.47,57.95,,39212.858695652176,3498.608695652174,1795.8260869565217,916.7717391304348,45424.065217391304,3209.228260869565,35.0,15258.532608695652,18502.760869565216,63926.82608695652,,2746.032608695652,4062.673913043478,6198.771739130435,13007.478260869566,18971.358695652172,8202.45652173913,27173.815217391304,40181.29347826087,0.0,446.57608695652175,22775.67391304348,523.2826086956521,23745.532608695652,-11.0,23745.532608695652,63926.82608695652
2018-07-11,57.3,8698241,57.43,58.01,56.735,,39173.065217391304,3494.5652173913045,1795.695652173913,947.4130434782609,45410.739130434784,3207.586956521739,35.0,15251.369565217392,18493.956521739132,63904.69565217391,,2749.3695652173915,4099.304347826087,6197.413043478261,13046.08695652174,18928.065217391304,8193.173913043478,27121.239130434784,40167.32608695652,0.0,441.19565217391306,22775.304347826088,520.8695652173913,23737.369565217392,-11.0,23737.369565217392,63904.69565217391
2018-07-12,58.32,8426402,57.85,58.49,57.31,,39133.27173913043,3490.521739130435,1795.5652173913043,978.054347826087,45397.413043478264,3205.945652173913,35.0,15244.20652173913,18485.152173913044,63882.565217391304,,2752.7065217391305,4135.934782608696,6196.054347826087,13084.695652173914,18884.771739130436,8183.891304347826,27068.66304347826,40153.358695652176,0.0,435.8152173913044,22774.934782608696,518.4565217391304,23729.206521739132,-11.0,23729.206521739132,63882.565217391304
2018-07-13,58.39,5266069,58.25,58.78,58.18,,39093.47826086957,3486.478260869565,1795.4347826086957,1008.695652173913,45384.086956521736,3204.304347826087,35.0,15237.04347826087,18476.347826086956,63860.434782608696,,2756.0434782608695,4172.565217391304,6194.695652173913,13123.304347826088,18841.478260869564,8174.608695652174,27016.08695652174,40139.391304347824,0.0,430.4347826086956,22774.565217391304,516.0434782608695,23721.043478260868,-11.0,23721.043478260868,63860.434782608696
2018-07-16,58.35,5901058,58.42,58.84,58.06,,38974.09782608696,3474.3478260869565,1795.0434782608695,1100.6195652173913,45344.108695652176,3199.3804347826085,35.0,15215.554347826086,18449.934782608696,63794.04347826087,,2766.054347826087,4282.45652173913,6190.619565217391,13239.130434782608,18711.597826086956,8146.760869565217,26858.358695652172,40097.489130434784,0.0,414.29347826086956,22773.456521739132,508.80434782608694,23696.554347826088,-11.0,23696.554347826088,63794.04347826087
2018-07-17,58.91,7557982,57.92,58.91,57.62,,38934.30434782609,3470.304347826087,1794.9130434782608,1131.2608695652175,45330.782608695656,3197.7391304347825,35.0,15208.391304347826,18441.130434782608,63771.913043478264,,2769.391304347826,4319.086956521739,6189.260869565217,13277.739130434782,18668.304347826088,8137.478260869565,26805.782608695652,40083.52173913043,0.0,408.9130434782609,22773.08695652174,506.39130434782606,23688.391304347828,-11.0,23688.391304347828,63771.913043478264
2018-07-18,58.76,6192816,59.0,59.0,58.37,,38894.510869565216,3466.2608695652175,1794.7826086956522,1161.9021739130435,45317.45652173913,3196.0978260869565,35.0,15201.228260869566,18432.32608695652,63749.782608695656,,2772.728260869565,4355.717391304348,6187.902173913043,13316.347826086956,18625.010869565216,8128.195652173913,26753.206521739132,40069.55434782609,0.0,403.5326086956522,22772.717391304348,503.97826086956525,23680.228260869564,-11.0,23680.228260869564,63749.782608695656
2018-07-19,59.31,8072315,58.71,59.59,58.65,,38854.717391304344,3462.217391304348,1794.6521739130435,1192.5434782608695,45304.13043478261,3194.4565217391305,35.0,15194.065217391304,18423.521739130436,63727.65217391304,,2776.0652173913045,4392.347826086956,6186.54347826087,13354.95652173913,18581.717391304348,8118.913043478261,26700.630434782608,40055.586956521736,0.0,398.1521739130435,22772.347826086956,501.5652173913044,23672.065217391304,-11.0,23672.065217391304,63727.65217391304
2018-07-20,58.61,10859660,58.98,59.18,58.4002,,38814.92391304348,3458.173913043478,1794.5217391304348,1223.1847826086955,45290.80434782609,3192.8152173913045,35.0,15186.902173913044,18414.717391304348,63705.52173913043,,2779.4021739130435,4428.978260869565,6185.184782608696,13393.565217391304,18538.42391304348,8109.630434782609,26648.054347826088,40041.61956521739,0.0,392.77173913043475,22771.978260869564,499.1521739130435,23663.902173913044,-11.0,23663.902173913044,63705.52173913043
2018-07-23,59.08,8006231,58.4,59.21,57.815,,38695.54347826087,3446.0434782608695,1794.1304347826087,1315.108695652174,45250.82608695652,3187.891304347826,35.0,15165.41304347826,18388.304347826088,63639.13043478261,,2789.413043478261,4538.869565217391,6181.108695652174,13509.391304347826,18408.543478260868,8081.782608695652,26490.32608695652,39999.717391304344,0.0,376.6304347826087,22770.869565217392,491.9130434782609,23639.41304347826,-11.0,23639.41304347826,63639.13043478261
2018-07-24,58.85,6635988,59.35,59.62,58.45,,38655.75,3442.0,1794.0,1345.75,45237.5,3186.25,35.0,15158.25,18379.5,63617.0,,2792.75,4575.5,6179.75,13548.0,18365.25,8072.5,26437.75,39985.75,0.0,371.25,22770.5,489.5,23631.25,-11.0,23631.25,63617.0
2018-07-25,59.42,12645590,58.55,59.5,57.76,,38615.95652173913,3437.9565217391305,1793.8695652173913,1376.391304347826,45224.17391304348,3184.608695652174,35.0,15151.08695652174,18370.695652173912,63594.86956521739,,2796.086956521739,4612.130434782609,6178.391304347826,13586.608695652174,18321.956521739132,8063.217391304348,26385.17391304348,39971.782608695656,0.0,365.8695652173913,22770.130434782608,487.0869565217391,23623.08695652174,-11.0,23623.08695652174,63594.86956521739
2018-07-26,63.58,30993600,63.05,63.76,61.26,,38576.163043478264,3433.913043478261,1793.7391304347825,1407.032608695652,45210.84782608696,3182.967391304348,35.0,15143.923913043478,18361.891304347828,63572.739130434784,,2799.4239130434785,4648.760869565217,6177.032608695652,13625.217391304348,18278.66304347826,8053.934782608696,26332.597826086956,39957.815217391304,0.0,360.4891304347826,22769.760869565216,484.67391304347825,23614.92391304348,-11.0,23614.92391304348,63572.739130434784
2018-07-27,62.69,11974220,63.22,63.51,62.22,,38536.36956521739,3429.8695652173915,1793.608695652174,1437.6739130434783,45197.52173913043,3181.3260869565215,35.0,15136.760869565218,18353.08695652174,63550.608695652176,,2802.7608695652175,4685.391304347826,6175.673913043478,13663.826086956522,18235.369565217392,8044.652173913043,26280.021739130436,39943.84782608696,0.0,355.10869565217394,22769.391304347828,482.2608695652174,23606.760869565216,-11.0,23606.760869565216,63550.608695652176
2018-07-30,62.04,9401252,62.65,62.98,61.925,,38416.989130434784,3417.7391304347825,1793.2173913043478,1529.5978260869565,45157.54347826087,3176.4021739130435,35.0,15115.271739130434,18326.67391304348,63484.217391304344,,2812.771739130435,4795.282608695652,6171.597826086957,13779.652173913044,18105.489130434784,8016.804347826087,26122.293478260868,39901.94565217391,0.0,338.96739130434787,22768.282608695652,475.02173913043475,23582.271739130436,-11.0,23582.271739130436,63484.217391304344
2018-07-31,64.09,22276660,63.83,64.655,63.5,,38377.19565217391,3413.695652173913,1793.0869565217392,1560.2391304347825,45144.217391304344,3174.7608695652175,35.0,15108.108695652174,18317.869565217392,63462.086956521736,,2816.108695652174,4831.913043478261,6170.239130434783,13818.260869565218,18062.195652173912,8007.521739130435,26069.717391304348,39887.97826086957,0.0,333.5869565217391,22767.91304347826,472.6086956521739,23574.108695652172,-11.0,23574.108695652172,63462.086956521736
2018-08-01,64.35,10706150,63.55,64.87,63.55,,38337.40217391304,3409.6521739130435,1792.9565217391305,1590.8804347826085,45130.891304347824,3173.1195652173915,35.0,15100.945652173914,18309.065217391304,63439.95652173913,,2819.445652173913,4868.54347826087,6168.880434782609,13856.869565217392,18018.902173913044,7998.239130434783,26017.141304347824,39874.010869565216,0.0,328.20652173913044,22767.543478260868,470.19565217391306,23565.945652173912,-11.0,23565.945652173912,63439.95652173913
2018-08-02,64.77,10616930,63.96,65.04,63.64,,38297.608695652176,3405.608695652174,1792.8260869565217,1621.5217391304348,45117.565217391304,3171.478260869565,35.0,15093.782608695652,18300.260869565216,63417.82608695652,,2822.782608695652,4905.173913043478,6167.521739130435,13895.478260869566,17975.608695652176,7988.95652173913,25964.565217391304,39860.04347826087,0.0,322.82608695652175,22767.17391304348,467.7826086956522,23557.782608695652,-11.0,23557.782608695652,63417.82608695652
2018-08-03,65.4,7809337,64.74,65.61,64.67,,38257.815217391304,3401.5652173913045,1792.695652173913,1652.163043478261,45104.239130434784,3169.836956521739,35.0,15086.619565217392,18291.456521739132,63395.69565217391,,2826.1195652173915,4941.804347826087,6166.163043478261,13934.08695652174,17932.315217391304,7979.673913043478,25911.989130434784,39846.07608695652,0.0,317.44565217391306,22766.804347826088,465.3695652173913,23549.619565217392,-11.0,23549.619565217392,63395.69565217391
2018-08-06,65.73,10876850,65.86,66.02,65.33,,38138.434782608696,3389.4347826086955,1792.304347826087,1744.086956521739,45064.260869565216,3164.913043478261,35.0,15065.130434782608,18265.043478260868,63329.30434782609,,2836.1304347826085,5051.695652173913,6162.086956521739,14049.91304347826,17802.434782608696,7951.826086956522,25754.260869565216,39804.17391304348,0.0,301.304347826087,22765.695652173912,458.1304347826087,23525.130434782608,-11.0,23525.130434782608,63329.30434782609
2018-08-07,65.44,7810190,65.93,65.93,65.25,,38098.641304347824,3385.391304347826,1792.1739130434783,1774.7282608695652,45050.934782608696,3163.271739130435,35.0,15057.967391304348,18256.239130434784,63307.17391304348,,2839.467391304348,5088.326086956522,6160.728260869565,14088.521739130434,17759.141304347828,7942.54347826087,25701.684782608696,39790.20652173913,0.0,295.92391304347825,22765.32608695652,455.7173913043478,23516.967391304348,-11.0,23516.967391304348,63307.17391304348
2018-08-08,65.16,7912014,65.21,65.55,65.12,,38058.84782608696,3381.3478260869565,1792.0434782608695,1805.3695652173913,45037.608695652176,3161.6304347826085,35.0,15050.804347826088,18247.434782608696,63285.04347826087,,2842.804347826087,5124.95652173913,6159.369565217391,14127.130434782608,17715.847826086956,7933.260869565217,25649.108695652172,39776.239130434784,0.0,290.54347826086956,22764.956521739132,453.30434782608694,23508.804347826088,-11.0,23508.804347826088,63285.04347826087
2018-08-09,65.08,6491520,65.1,65.3,64.92,,38019.05434782609,3377.304347826087,1791.9130434782608,1836.0108695652173,45024.282608695656,3159.9891304347825,35.0,15043.641304347826,18238.630434782608,63262.913043478264,,2846.141304347826,5161.586956521739,6158.010869565217,14165.739130434782,17672.554347826088,7923.978260869565,25596.532608695652,39762.27173913043,0.0,285.1630434782609,22764.58695652174,450.89130434782606,23500.641304347828,-11.0,23500.641304347828,63262.913043478264
2018-08-10,64.82,8316029,64.65,64.935,64.4944,,37979.260869565216,3373.2608695652175,1791.7826086956522,1866.6521739130435,45010.95652173913,3158.3478260869565,35.0,15036.478260869566,18229.82608695652,63240.782608695656,,2849.478260869565,5198.217391304348,6156.652173913043,14204.347826086956,17629.260869565216,7914.695652173913,25543.956521739132,39748.30434782609,0.0,279.7826086956522,22764.217391304348,448.47826086956525,23492.478260869564,-11.0,23492.478260869564,63240.782608695656
2018-08-13,64.84,6092298,65.15,65.23,64.65,,37859.88043478261,3361.1304347826085,1791.391304347826,1958.5760869565217,44970.97826086957,3153.4239130434785,35.0,15014.989130434782,18203.41304347826,63174.391304347824,,2859.4891304347825,5308.108695652174,6152.576086956522,14320.173913043478,17499.380434782608,7886.847826086956,25386.228260869564,39706.40217391304,0.0,263.6413043478261,22763.108695652172,441.2391304347826,23467.989130434784,-11.0,23467.989130434784,63174.391304347824
2018-08-14,65.43,7748474,65.09,65.62,64.7749,,37820.086956521736,3357.086956521739,1791.2608695652175,1989.2173913043478,44957.65217391304,3151.782608695652,35.0,15007.826086956522,18194.608695652172,63152.260869565216,,2862.826086956522,5344.739130434782,6151.217391304348,14358.782608695652,17456.08695652174,7877.565217391304,25333.652173913044,39692.434782608696,0.0,258.2608695652174,22762.739130434784,438.82608695652175,23459.82608695652,-11.0,23459.82608695652,63152.260869565216
2018-08-15,65.68,13524180,65.14,65.82,64.545,,37780.29347826087,3353.0434782608695,1791.1304347826087,2019.8586956521738,44944.32608695652,3150.141304347826,35.0,15000.66304347826,18185.804347826088,63130.13043478261,,2866.163043478261,5381.369565217391,6149.858695652174,14397.391304347826,17412.793478260868,7868.282608695652,25281.07608695652,39678.467391304344,0.0,252.88043478260872,22762.369565217392,436.4130434782609,23451.66304347826,-11.0,23451.66304347826,63130.13043478261
2018-08-16,65.76,9852520,65.86,66.1,65.5315,,37740.5,3349.0,1791.0,2050.5,44931.0,3148.5,35.0,14993.5,18177.0,63108.0,,2869.5,5418.0,6148.5,14436.0,17369.5,7859.0,25228.5,39664.5,0.0,247.5,22762.0,434.0,23443.5,-11.0,23443.5,63108.0
2018-08-17,66.06,15169870,65.5,66.19,65.12,,37700.70652173913,3344.9565217391305,1790.8695652173913,2081.141304347826,44917.67391304348,3146.858695652174,35.0,14986.33695652174,18168.195652173912,63085.86956521739,,2872.836956521739,5454.630434782609,6147.141304347826,14474.608695652174,17326.206521739132,7849.717391304348,25175.92391304348,39650.532608695656,0.0,242.1195652173913,22761.630434782608,431.5869565217391,23435.33695652174,-11.0,23435.33695652174,63085.86956521739
2018-08-20,66.16,13963760,66.33,66.59,65.735,,37581.32608695652,3332.8260869565215,1790.4782608695652,2173.065217391304,44877.69565217391,3141.9347826086955,35.0,14964.847826086956,18141.782608695652,63019.47826086957,,2882.8478260869565,5564.521739130435,6143.065217391304,14590.434782608696,17196.32608695652,7821.869565217391,25018.195652173912,39608.63043478261,0.0,225.97826086956525,22760.521739130436,424.3478260869565,23410.847826086956,-11.0,23410.847826086956,63019.47826086957
2018-08-21,66.55,11979450,66.09,66.775,66.03,,37541.532608695656,3328.782608695652,1790.3478260869565,2203.7065217391305,44864.36956521739,3140.2934782608695,35.0,14957.684782608696,18132.978260869564,62997.34782608696,,2886.1847826086955,5601.152173913044,6141.70652173913,14629.04347826087,17153.032608695652,7812.586956521739,24965.619565217392,39594.663043478264,0.0,220.59782608695656,22760.152173913044,421.9347826086956,23402.684782608696,-11.0,23402.684782608696,62997.34782608696
2018-08-22,66.84,13859700,66.22,67.08,66.21,,37501.739130434784,3324.7391304347825,1790.2173913043478,2234.3478260869565,44851.04347826087,3138.6521739130435,35.0,14950.521739130434,18124.17391304348,62975.217391304344,,2889.521739130435,5637.782608695652,6140.347826086957,14667.652173913044,17109.739130434784,7803.304347826087,24913.043478260868,39580.69565217391,0.0,215.21739130434787,22759.782608695652,419.52173913043475,23394.521739130436,-11.0,23394.521739130436,62975.217391304344
2018-08-23,66.86,12037430,66.98,67.29,66.8,,37461.94565217391,3320.695652173913,1790.0869565217392,2264.9891304347825,44837.717391304344,3137.0108695652175,35.0,14943.358695652174,18115.369565217392,62953.086956521736,,2892.858695652174,5674.413043478261,6138.989130434783,14706.260869565218,17066.445652173912,7794.021739130435,24860.467391304348,39566.72826086957,0.0,209.83695652173913,22759.41304347826,417.1086956521739,23386.358695652172,-11.0,23386.358695652172,62953.086956521736
2018-08-24,67.15,15999270,67.0,67.36,66.94,,37422.15217391304,3316.6521739130435,1789.9565217391305,2295.630434782609,44824.391304347824,3135.3695652173915,35.0,14936.195652173914,18106.565217391304,62930.95652173913,,2896.195652173913,5711.04347826087,6137.630434782609,14744.869565217392,17023.152173913044,7784.739130434783,24807.891304347824,39552.760869565216,0.0,204.45652173913044,22759.043478260868,414.695652173913,23378.195652173912,-11.0,23378.195652173912,62930.95652173913
2018-08-27,67.34,12576320,67.37,67.48,67.215,,37302.77173913043,3304.521739130435,1789.5652173913043,2387.554347826087,44784.413043478264,3130.445652173913,35.0,14914.70652173913,18080.152173913044,62864.565217391304,,2906.2065217391305,5820.934782608696,6133.554347826087,14860.695652173912,16893.271739130436,7756.891304347826,24650.16304347826,39510.858695652176,0.0,188.31521739130437,22757.934782608696,407.45652173913044,23353.706521739132,-11.0,23353.706521739132,62864.565217391304
2018-08-28,69.78,24951230,68.56,70.4868,67.9203,,37262.97826086957,3300.478260869565,1789.4347826086957,2418.195652173913,44771.086956521736,3128.804347826087,35.0,14907.54347826087,18071.347826086956,62842.434782608696,,2909.5434782608695,5857.565217391304,6132.195652173913,14899.304347826088,16849.978260869564,7747.608695652174,24597.58695652174,39496.891304347824,0.0,182.93478260869568,22757.565217391304,405.04347826086956,23345.543478260868,-11.0,23345.543478260868,62842.434782608696
2018-08-29,69.2,11831540,69.67,70.07,69.14,,37223.184782608696,3296.4347826086955,1789.304347826087,2448.836956521739,44757.760869565216,3127.163043478261,35.0,14900.380434782608,18062.543478260868,62820.30434782609,,2912.8804347826085,5894.195652173913,6130.836956521739,14937.91304347826,16806.684782608696,7738.326086956522,24545.010869565216,39482.92391304348,0.0,177.554347826087,22757.195652173912,402.6304347826087,23337.380434782608,-11.0,23337.380434782608,62820.30434782609
2018-08-30,68.14,12015000,68.97,69.16,68.0,,37183.391304347824,3292.391304347826,1789.1739130434783,2479.478260869565,44744.434782608696,3125.521739130435,35.0,14893.217391304348,18053.739130434784,62798.17391304348,,2916.217391304348,5930.826086956522,6129.478260869565,14976.521739130436,16763.391304347824,7729.04347826087,24492.434782608696,39468.95652173913,0.0,172.17391304347825,22756.82608695652,400.2173913043478,23329.217391304348,-11.0,23329.217391304348,62798.17391304348
2018-08-31,68.71,11132260,67.99,69.0,67.94,,37143.59782608696,3288.3478260869565,1789.0434782608695,2510.119565217391,44731.108695652176,3123.8804347826085,35.0,14886.054347826088,18044.934782608696,62776.04347826087,,2919.554347826087,5967.45652173913,6128.119565217391,15015.130434782608,16720.097826086956,7719.760869565217,24439.858695652172,39454.989130434784,0.0,166.79347826086956,22756.456521739132,397.80434782608694,23321.054347826088,-11.0,23321.054347826088,62776.04347826087
2018-09-04,69.98,13023100,68.74,70.11,68.71,,36984.42391304348,3272.173913043478,1788.5217391304348,2632.6847826086955,44677.80434782609,3117.3152173913045,35.0,14857.402173913044,18009.717391304348,62687.52173913043,,2932.9021739130435,6113.978260869565,6122.684782608696,15169.565217391304,16546.92391304348,7682.630434782609,24229.554347826088,39399.11956521739,0.0,145.2717391304348,22754.978260869564,388.1521739130435,23288.402173913044,-11.0,23288.402173913044,62687.52173913043
2018-09-05,70.89,15304970,69.8,71.065,69.31,,36944.63043478261,3268.1304347826085,1788.391304347826,2663.326086956522,44664.47826086957,3115.6739130434785,35.0,14850.239130434782,18000.91304347826,62665.391304347824,,2936.2391304347825,6150.608695652174,6121.326086956522,15208.173913043478,16503.630434782608,7673.347826086956,24176.978260869564,39385.15217391304,0.0,139.89130434782612,22754.608695652172,385.7391304347826,23280.239130434784,-11.0,23280.239130434784,62665.391304347824
2018-09-06,70.36,11995700,70.85,71.35,70.19,,36904.836956521736,3264.086956521739,1788.2608695652175,2693.967391304348,44651.15217391304,3114.032608695652,35.0,14843.076086956522,17992.108695652172,62643.260869565216,,2939.576086956522,6187.239130434782,6119.967391304348,15246.782608695652,16460.33695652174,7664.065217391304,24124.402173913044,39371.184782608696,0.0,134.51086956521743,22754.239130434784,383.32608695652175,23272.07608695652,-11.0,23272.07608695652,62643.260869565216
2018-09-07,70.38,24413620,69.84,70.62,69.615,,36865.04347826087,3260.0434782608695,1788.1304347826087,2724.608695652174,44637.82608695652,3112.391304347826,35.0,14835.91304347826,17983.304347826088,62621.13043478261,,2942.913043478261,6223.869565217392,6118.608695652174,15285.391304347826,16417.04347826087,7654.782608695652,24071.82608695652,39357.217391304344,0.0,129.13043478260875,22753.869565217392,380.9130434782609,23263.91304347826,-11.0,23263.91304347826,62621.13043478261
2018-09-10,72.32,14599880,70.67,72.75,70.5,,36745.663043478264,3247.913043478261,1787.7391304347825,2816.532608695652,44597.84782608696,3107.467391304348,35.0,14814.423913043478,17956.891304347824,62554.739130434784,,2952.923913043478,6333.760869565218,6114.532608695652,15401.217391304348,16287.16304347826,7626.934782608696,23914.097826086956,39315.315217391304,0.0,112.98913043478262,22752.760869565216,373.67391304347825,23239.42391304348,-11.0,23239.42391304348,62554.739130434784
2018-09-11,72.51,9499596,71.84,72.66,71.81,,36705.86956521739,3243.8695652173915,1787.608695652174,2847.173913043478,44584.52173913043,3105.826086956522,35.0,14807.260869565218,17948.08695652174,62532.608695652176,,2956.2608695652175,6370.391304347826,6113.173913043478,15439.826086956522,16243.869565217392,7617.652173913044,23861.521739130436,39301.34782608696,0.0,107.60869565217394,22752.391304347828,371.2608695652174,23231.260869565216,-11.0,23231.260869565216,62532.608695652176
2018-09-12,71.75,12589970,72.09,72.5,70.02,,36666.07608695652,3239.826086956522,1787.4782608695652,2877.8152173913045,44571.19565217391,3104.1847826086955,35.0,14800.097826086956,17939.282608695652,62510.47826086957,,2959.5978260869565,6407.021739130435,6111.815217391304,15478.434782608696,16200.576086956522,7608.369565217391,23808.945652173912,39287.38043478261,0.0,102.22826086956525,22752.021739130436,368.8478260869565,23223.097826086956,-11.0,23223.097826086956,62510.47826086957
2018-09-13,74.61,22758120,73.68,75.36,73.48,,36626.282608695656,3235.782608695652,1787.3478260869565,2908.4565217391305,44557.86956521739,3102.5434782608695,35.0,14792.934782608696,17930.478260869564,62488.34782608696,,2962.9347826086955,6443.652173913044,6110.45652173913,15517.04347826087,16157.282608695652,7599.086956521739,23756.369565217392,39273.413043478264,0.0,96.84782608695656,22751.652173913044,366.4347826086956,23214.934782608696,-11.0,23214.934782608696,62488.34782608696
2018-09-14,75.09,12693840,74.53,76.04,74.41,,36586.489130434784,3231.7391304347825,1787.2173913043478,2939.0978260869565,44544.54347826087,3100.9021739130435,35.0,14785.771739130434,17921.67391304348,62466.217391304344,,2966.271739130435,6480.282608695652,6109.097826086957,15555.652173913044,16113.989130434784,7589.804347826087,23703.793478260868,39259.44565217391,0.0,91.46739130434787,22751.282608695652,364.02173913043475,23206.771739130436,-11.0,23206.771739130436,62466.217391304344
2018-09-17,73.24,11556400,74.84,75.28,73.11,,36467.108695652176,3219.608695652174,1786.8260869565217,3031.0217391304345,44504.565217391304,3095.978260869565,35.0,14764.282608695652,17895.260869565216,62399.82608695652,,2976.282608695652,6590.173913043478,6105.021739130435,15671.478260869566,15984.108695652174,7561.95652173913,23546.065217391304,39217.54347826087,0.0,75.32608695652175,22750.17391304348,356.78260869565213,23182.282608695652,-11.0,23182.282608695652,62399.82608695652
2018-09-18,74.72,11689650,73.8,76.5,73.51,,36427.315217391304,3215.5652173913045,1786.695652173913,3061.663043478261,44491.239130434784,3094.336956521739,35.0,14757.119565217392,17886.456521739132,62377.69565217391,,2979.6195652173915,6626.804347826087,6103.663043478261,15710.08695652174,15940.815217391304,7552.673913043478,23493.489130434784,39203.57608695652,0.0,69.94565217391306,22749.804347826088,354.3695652173913,23174.119565217392,-11.0,23174.119565217392,62377.69565217391
2018-09-19,74.06,11456680,75.37,75.37,73.77,,36387.52173913043,3211.521739130435,1786.5652173913043,3092.304347826087,44477.913043478264,3092.695652173913,35.0,14749.95652173913,17877.652173913044,62355.565217391304,,2982.9565217391305,6663.434782608696,6102.304347826087,15748.695652173912,15897.521739130436,7543.391304347826,23440.91304347826,39189.608695652176,0.0,64.56521739130437,22749.434782608696,351.95652173913044,23165.956521739132,-11.0,23165.956521739132,62355.565217391304
2018-09-20,74.6,11739370,74.48,75.11,74.2081,,36347.72826086957,3207.478260869565,1786.4347826086957,3122.945652173913,44464.586956521736,3091.054347826087,35.0,14742.79347826087,17868.847826086956,62333.434782608696,,2986.2934782608695,6700.065217391304,6100.945652173913,15787.304347826088,15854.228260869566,7534.108695652174,23388.33695652174,39175.641304347824,0.0,59.184782608695684,22749.065217391304,349.54347826086956,23157.793478260868,-11.0,23157.793478260868,62333.434782608696
2018-09-21,73.7,21312620,74.83,74.87,73.13,,36307.934782608696,3203.4347826086955,1786.304347826087,3153.586956521739,44451.260869565216,3089.413043478261,35.0,14735.630434782608,17860.043478260868,62311.30434782609,,2989.6304347826085,6736.695652173913,6099.586956521739,15825.91304347826,15810.934782608696,7524.826086956522,23335.760869565216,39161.67391304348,0.0,53.804347826086996,22748.695652173912,347.1304347826087,23149.630434782608,-11.0,23149.630434782608,62311.30434782609
2018-09-24,73.58,15442890,73.08,73.85,72.8,,36188.55434782609,3191.304347826087,1785.9130434782608,3245.5108695652175,44411.282608695656,3084.4891304347825,35.0,14714.141304347826,17833.630434782608,62244.913043478264,,2999.641304347826,6846.586956521739,6095.510869565217,15941.739130434782,15681.054347826088,7496.978260869565,23178.032608695652,39119.77173913043,0.0,37.663043478260875,22747.58695652174,339.8913043478261,23125.141304347828,-11.0,23125.141304347828,62244.913043478264
