Date,Close/Last,Volume,Open,High,Low,Assets,"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Inventories,Other Short Term Assets,Total Current Assets,"Property, Plant & Equipment, Net",Long Term Investments & Receivables,Other Long Term Assets,Total Noncurrent Assets,Total Assets,Liabilities,Payables & Accruals,Short Term Debt,Other Short Term Liabilities,Total Current Liabilities,Long Term Debt,Other Long Term Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity,Share Capital & Additional Paid-In Capital,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority Interest,Total Equity,Total Liabilities & Equity
2017-05-02,53.29,10270480,53.65,53.725,52.9,,10529.252747252747,2805.835164835165,1963.142857142857,865.3736263736264,16163.604395604396,2540.8241758241757,18939.956043956045,15986.483516483517,37467.26373626374,53630.868131868134,,2400.923076923077,1833.8241758241759,4492.010989010989,8726.758241758242,9936.362637362638,3718.142857142857,13654.505494505494,22381.263736263736,0.0,258.967032967033,30798.98901098901,200.98901098901098,31258.945054945056,-9.340659340659341,31249.604395604394,53630.868131868134
2017-05-03,54.49,18350090,53.41,54.77,53.25,,10520.131868131868,2829.087912087912,1964.857142857143,861.934065934066,16176.010989010989,2549.5604395604396,18938.89010989011,16007.208791208792,37495.65934065934,53671.67032967033,,2397.3076923076924,1836.5604395604396,4516.527472527472,8750.395604395604,9936.406593406593,3733.8571428571427,13670.263736263736,22420.659340659342,0.0,260.4175824175824,30798.472527472528,201.47252747252747,31260.362637362636,-9.351648351648352,31251.01098901099,53671.67032967033
2017-05-04,54.91,11993090,54.73,55.0,54.5,,10511.010989010989,2852.3406593406594,1966.5714285714287,858.4945054945055,16188.417582417582,2558.296703296703,18937.824175824175,16027.934065934067,37524.054945054944,53712.47252747253,,2393.6923076923076,1839.2967032967033,4541.043956043956,8774.032967032967,9936.45054945055,3749.5714285714284,13686.021978021978,22460.054945054944,0.0,261.86813186813185,30797.956043956045,201.95604395604397,31261.78021978022,-9.362637362637363,31252.417582417584,53712.47252747253
2017-05-05,54.93,9073450,54.93,55.0,54.695,,10501.89010989011,2875.5934065934066,1968.2857142857142,855.054945054945,16200.824175824177,2567.032967032967,18936.75824175824,16048.65934065934,37552.45054945055,53753.27472527473,,2390.076923076923,1842.032967032967,4565.56043956044,8797.670329670329,9936.494505494506,3765.285714285714,13701.78021978022,22499.45054945055,0.0,263.31868131868134,30797.43956043956,202.43956043956044,31263.197802197803,-9.373626373626374,31253.824175824175,53753.27472527473
2017-05-08,54.62,7025309,54.99,55.0,54.56,,10474.527472527472,2945.3516483516482,1973.4285714285713,844.7362637362637,16238.043956043955,2593.2417582417584,18933.56043956044,16110.835164835165,37637.63736263736,53875.681318681316,,2379.230769230769,1850.2417582417584,4639.10989010989,8868.582417582418,9936.626373626374,3812.4285714285716,13749.054945054944,22617.637362637364,0.0,267.6703296703297,30795.89010989011,203.8901098901099,31267.45054945055,-9.406593406593407,31258.043956043955,53875.681318681316
2017-05-09,55.15,8313475,54.69,55.19,54.63,,10465.406593406593,2968.6043956043954,1975.142857142857,841.2967032967033,16250.45054945055,2601.978021978022,18932.494505494506,16131.560439560439,37666.03296703297,53916.48351648352,,2375.6153846153848,1852.978021978022,4663.626373626374,8892.21978021978,9936.670329670329,3828.142857142857,13764.813186813186,22657.032967032967,0.0,269.1208791208791,30795.373626373625,204.37362637362637,31268.86813186813,-9.417582417582418,31259.45054945055,53916.48351648352
2017-05-10,55.33,8496878,55.22,55.4273,54.8627,,10456.285714285714,2991.8571428571427,1976.857142857143,837.8571428571429,16262.857142857143,2610.714285714286,18931.428571428572,16152.285714285714,37694.42857142857,53957.28571428572,,2372.0,1855.7142857142858,4688.142857142857,8915.857142857143,9936.714285714286,3843.8571428571427,13780.57142857143,22696.428571428572,0.0,270.57142857142856,30794.85714285714,204.85714285714286,31270.285714285714,-9.428571428571429,31260.85714285714,53957.28571428572
2017-05-11,54.68,13514130,55.25,55.3,54.41,,10447.164835164835,3015.1098901098903,1978.5714285714287,834.4175824175825,16275.263736263736,2619.4505494505493,18930.362637362636,16173.010989010989,37722.82417582418,53998.08791208791,,2368.3846153846152,1858.4505494505495,4712.659340659341,8939.494505494506,9936.758241758242,3859.5714285714284,13796.329670329671,22735.824175824175,0.0,272.02197802197804,30794.340659340658,205.34065934065933,31271.703296703297,-9.43956043956044,31262.263736263736,53998.08791208791
2017-05-12,55.32,9100734,54.5,55.35,54.4,,10438.043956043955,3038.3626373626375,1980.2857142857142,830.978021978022,16287.670329670329,2628.186813186813,18929.296703296703,16193.736263736264,37751.21978021978,54038.89010989011,,2364.769230769231,1861.1868131868132,4737.175824175824,8963.131868131868,9936.802197802197,3875.285714285714,13812.087912087913,22775.21978021978,0.0,273.4725274725275,30793.824175824175,205.82417582417582,31273.120879120877,-9.45054945054945,31263.67032967033,54038.89010989011
2017-05-15,55.4,10657680,55.08,55.49,55.075,,10410.681318681318,3108.120879120879,1985.4285714285713,820.6593406593406,16324.89010989011,2654.3956043956046,18926.0989010989,16255.912087912087,37836.406593406595,54161.296703296706,,2353.923076923077,1869.3956043956043,4810.725274725275,9034.043956043955,9936.934065934065,3922.4285714285716,13859.362637362638,22893.406593406595,0.0,277.8241758241758,30792.274725274725,207.27472527472528,31277.373626373625,-9.483516483516484,31267.89010989011,54161.296703296706
