Date,Close/Last,Volume,Open,High,Low,Revenue,Cost of revenue,Gross Profit,Operating Expenses,Operating Income (Loss),Non-Operating Income (Loss),Pretax Income (Loss),"Income Tax (Expense) Benefit, net",Income (Loss) Including Minority Interest,Minority Interest,Net Income Available to Common Shareholders
2018-06-22,58.5,8073976,58.78,59.1,58.43,5337.549450549451,-2280.934065934066,3056.6153846153848,-2659.6263736263736,396.98901098901104,-80.32967032967034,316.6593406593406,-581.2857142857147,-264.6263736263736,-0.36996336996337,-264.6263736263736
2018-06-25,57.05,8635187,58.09,58.14,56.61,5312.032967032967,-2266.9560439560437,3045.076923076923,-2633.4175824175827,411.65934065934067,-81.21978021978022,330.4395604395604,-385.8571428571431,-55.41758241758271,-0.3589743589743589,-55.41758241758271
2018-06-26,56.45,8926033,57.08,57.1455,56.31,5303.527472527472,-2262.296703296703,3041.230769230769,-2624.6813186813188,416.54945054945057,-81.51648351648352,335.032967032967,-320.71428571428623,14.318681318681229,-0.35531135531135527,14.318681318681229
2018-06-27,55.17,11830400,56.55,57.53,55.14,5295.021978021978,-2257.6373626373625,3037.3846153846152,-2615.945054945055,421.43956043956047,-81.81318681318682,339.6263736263736,-255.57142857142935,84.05494505494516,-0.3516483516483516,84.05494505494516
2018-06-28,55.9,11715190,55.12,56.46,55.09,5286.516483516483,-2252.978021978022,3033.5384615384614,-2607.2087912087914,426.32967032967036,-82.1098901098901,344.2197802197802,-190.42857142857156,153.7912087912091,-0.34798534798534797,153.7912087912091
2018-06-29,56.12,11273960,56.13,56.86,56.08,5278.010989010989,-2248.3186813186812,3029.6923076923076,-2598.4725274725274,431.21978021978026,-82.4065934065934,348.8131868131868,-125.28571428571468,223.52747252747304,-0.3443223443223443,223.52747252747304
2018-07-02,56.18,7298699,55.4,56.22,55.12,5264.673913043478,-2241.7391304347825,3022.9347826086955,-2576.6739130434785,446.2608695652174,-81.76086956521739,364.5,7.804347826086957,372.30434782608694,-0.33333333333333337,372.30434782608694
2018-07-03,55.33,3618923,56.41,56.5298,55.25,5268.347826086957,-2244.478260869565,3023.8695652173915,-2572.3478260869565,451.5217391304348,-80.52173913043478,371.0,10.608695652173914,381.60869565217394,-0.3296703296703297,381.60869565217394
2018-07-05,57.38,11714030,55.7,57.43,55.65,5275.695652173913,-2249.9565217391305,3025.7391304347825,-2563.695652173913,462.04347826086956,-78.04347826086956,384.0,16.217391304347828,400.2173913043478,-0.3223443223443223,400.2173913043478
2018-07-06,57.84,8806155,57.46,58.07,57.03,5279.369565217391,-2252.695652173913,3026.6739130434785,-2559.3695652173915,467.30434782608694,-76.80434782608695,390.5,19.02173913043478,409.52173913043475,-0.31868131868131866,409.52173913043475
2018-07-09,58.04,4568391,58.06,58.305,57.23,5290.391304347826,-2260.913043478261,3029.478260869565,-2546.391304347826,483.0869565217391,-73.08695652173913,410.0,27.434782608695652,437.4347826086956,-0.3076923076923077,437.4347826086956
2018-07-10,58.37,6804134,58.06,58.47,57.95,5294.065217391304,-2263.6521739130435,3030.413043478261,-2542.0652173913045,488.3478260869565,-71.84782608695652,416.5,30.23913043478261,446.7391304347826,-0.30402930402930406,446.7391304347826
2018-07-11,57.3,8698241,57.43,58.01,56.735,5297.739130434783,-2266.391304347826,3031.3478260869565,-2537.7391304347825,493.60869565217394,-70.6086956521739,423.0,33.04347826086956,456.04347826086956,-0.3003663003663004,456.04347826086956
2018-07-12,58.32,8426402,57.85,58.49,57.31,5301.413043478261,-2269.1304347826085,3032.282608695652,-2533.413043478261,498.8695652173913,-69.36956521739131,429.5,35.84782608695652,465.3478260869565,-0.29670329670329676,465.3478260869565
2018-07-13,58.39,5266069,58.25,58.78,58.18,5305.086956521739,-2271.8695652173915,3033.217391304348,-2529.086956521739,504.1304347826087,-68.13043478260869,436.0,38.65217391304348,474.6521739130435,-0.293040293040293,474.6521739130435
2018-07-16,58.35,5901058,58.42,58.84,58.06,5316.108695652174,-2280.086956521739,3036.021739130435,-2516.108695652174,519.9130434782609,-64.41304347826087,455.5,47.06521739130435,502.5652173913044,-0.28205128205128205,502.5652173913044
2018-07-17,58.91,7557982,57.92,58.91,57.62,5319.782608695652,-2282.8260869565215,3036.9565217391305,-2511.782608695652,525.1739130434783,-63.173913043478265,462.0,49.869565217391305,511.8695652173913,-0.2783882783882784,511.8695652173913
2018-07-18,58.76,6192816,59.0,59.0,58.37,5323.45652173913,-2285.5652173913045,3037.891304347826,-2507.4565217391305,530.4347826086956,-61.934782608695656,468.5,52.67391304347826,521.1739130434783,-0.27472527472527475,521.1739130434783
2018-07-19,59.31,8072315,58.71,59.59,58.65,5327.130434782609,-2288.304347826087,3038.8260869565215,-2503.1304347826085,535.695652173913,-60.69565217391305,475.0,55.47826086956522,530.4782608695652,-0.2710622710622711,530.4782608695652
2018-07-20,58.61,10859660,58.98,59.18,58.4002,5330.804347826087,-2291.0434782608695,3039.7608695652175,-2498.804347826087,540.9565217391305,-59.45652173913044,481.5,58.28260869565217,539.7826086956522,-0.26739926739926745,539.7826086956522
2018-07-23,59.08,8006231,58.4,59.21,57.815,5341.826086956522,-2299.2608695652175,3042.5652173913045,-2485.8260869565215,556.7391304347826,-55.73913043478261,501.0,66.69565217391305,567.695652173913,-0.2564102564102564,567.695652173913
2018-07-24,58.85,6635988,59.35,59.62,58.45,5345.5,-2302.0,3043.5,-2481.5,562.0,-54.5,507.5,69.5,577.0,-0.25274725274725274,577.0
2018-07-25,59.42,12645590,58.55,59.5,57.76,5349.173913043478,-2304.7391304347825,3044.4347826086955,-2477.173913043478,567.2608695652174,-53.26086956521739,514.0,72.30434782608695,586.304347826087,-0.2490842490842491,586.304347826087
2018-07-26,63.58,30993600,63.05,63.76,61.26,5352.847826086957,-2307.478260869565,3045.3695652173915,-2472.8478260869565,572.5217391304348,-52.02173913043478,520.5,75.1086956521739,595.608695652174,-0.24542124542124544,595.608695652174
2018-07-27,62.69,11974220,63.22,63.51,62.22,5356.521739130435,-2310.217391304348,3046.304347826087,-2468.521739130435,577.7826086956522,-50.78260869565217,527.0,77.91304347826087,604.9130434782609,-0.2417582417582418,604.9130434782609
2018-07-30,62.04,9401252,62.65,62.98,61.925,5367.54347826087,-2318.4347826086955,3049.108695652174,-2455.5434782608695,593.5652173913044,-47.06521739130435,546.5,86.32608695652173,632.8260869565217,-0.23076923076923073,632.8260869565217
2018-07-31,64.09,22276660,63.83,64.655,63.5,5371.217391304348,-2321.1739130434785,3050.0434782608695,-2451.217391304348,598.8260869565217,-45.82608695652174,553.0,89.1304347826087,642.1304347826087,-0.22710622710622708,642.1304347826087
2018-08-01,64.35,10706150,63.55,64.87,63.55,5374.891304347826,-2323.913043478261,3050.978260869565,-2446.891304347826,604.0869565217391,-44.58695652173913,559.5,91.93478260869566,651.4347826086957,-0.22344322344322343,651.4347826086957
2018-08-02,64.77,10616930,63.96,65.04,63.64,5378.565217391304,-2326.6521739130435,3051.913043478261,-2442.5652173913045,609.3478260869565,-43.34782608695652,566.0,94.73913043478261,660.7391304347826,-0.21978021978021978,660.7391304347826
2018-08-03,65.4,7809337,64.74,65.61,64.67,5382.239130434783,-2329.391304347826,3052.8478260869565,-2438.2391304347825,614.608695652174,-42.108695652173914,572.5,97.54347826086956,670.0434782608695,-0.21611721611721613,670.0434782608695
2018-08-06,65.73,10876850,65.86,66.02,65.33,5393.260869565217,-2337.608695652174,3055.6521739130435,-2425.2608695652175,630.3913043478261,-38.391304347826086,592.0,105.95652173913044,697.9565217391305,-0.20512820512820518,697.9565217391305
2018-08-07,65.44,7810190,65.93,65.93,65.25,5396.934782608696,-2340.3478260869565,3056.586956521739,-2420.9347826086955,635.6521739130435,-37.15217391304348,598.5,108.76086956521739,707.2608695652175,-0.20146520146520142,707.2608695652175
2018-08-08,65.16,7912014,65.21,65.55,65.12,5400.608695652174,-2343.086956521739,3057.521739130435,-2416.608695652174,640.9130434782609,-35.913043478260875,605.0,111.56521739130434,716.5652173913044,-0.19780219780219777,716.5652173913044
2018-08-09,65.08,6491520,65.1,65.3,64.92,5404.282608695652,-2345.826086956522,3058.4565217391305,-2412.282608695652,646.1739130434783,-34.673913043478265,611.5,114.36956521739131,725.8695652173913,-0.19413919413919412,725.8695652173913
2018-08-10,64.82,8316029,64.65,64.935,64.4944,5407.95652173913,-2348.5652173913045,3059.391304347826,-2407.9565217391305,651.4347826086956,-33.434782608695656,618.0,117.17391304347827,735.1739130434783,-0.19047619047619047,735.1739130434783
2018-08-13,64.84,6092298,65.15,65.23,64.65,5418.978260869565,-2356.782608695652,3062.195652173913,-2394.978260869565,667.2173913043479,-29.717391304347828,637.5,125.58695652173913,763.0869565217391,-0.17948717948717952,763.0869565217391
2018-08-14,65.43,7748474,65.09,65.62,64.7749,5422.652173913043,-2359.521739130435,3063.1304347826085,-2390.6521739130435,672.4782608695652,-28.47826086956522,644.0,128.3913043478261,772.3913043478261,-0.17582417582417587,772.3913043478261
2018-08-15,65.68,13524180,65.14,65.82,64.545,5426.326086956522,-2362.2608695652175,3064.0652173913045,-2386.3260869565215,677.7391304347826,-27.23913043478261,650.5,131.19565217391306,781.695652173913,-0.17216117216117222,781.695652173913
2018-08-16,65.76,9852520,65.86,66.1,65.5315,5430.0,-2365.0,3065.0,-2382.0,683.0,-26.0,657.0,134.0,791.0,-0.16849816849816845,791.0
2018-08-17,66.06,15169870,65.5,66.19,65.12,5433.673913043478,-2367.7391304347825,3065.9347826086955,-2377.673913043478,688.2608695652174,-24.76086956521739,663.5,136.80434782608697,800.304347826087,-0.1648351648351648,800.304347826087
2018-08-20,66.16,13963760,66.33,66.59,65.735,5444.695652173913,-2375.9565217391305,3068.7391304347825,-2364.695652173913,704.0434782608695,-21.04347826086957,683.0,145.2173913043478,828.2173913043479,-0.15384615384615385,828.2173913043479
2018-08-21,66.55,11979450,66.09,66.775,66.03,5448.369565217391,-2378.695652173913,3069.6739130434785,-2360.3695652173915,709.304347826087,-19.80434782608696,689.5,148.02173913043478,837.5217391304348,-0.1501831501831502,837.5217391304348
2018-08-22,66.84,13859700,66.22,67.08,66.21,5452.04347826087,-2381.4347826086955,3070.608695652174,-2356.0434782608695,714.5652173913044,-18.565217391304344,696.0,150.82608695652175,846.8260869565217,-0.14652014652014655,846.8260869565217
2018-08-23,66.86,12037430,66.98,67.29,66.8,5455.717391304348,-2384.1739130434785,3071.5434782608695,-2351.717391304348,719.8260869565217,-17.326086956521735,702.5,153.6304347826087,856.1304347826087,-0.1428571428571429,856.1304347826087
2018-08-24,67.15,15999270,67.0,67.36,66.94,5459.391304347826,-2386.913043478261,3072.478260869565,-2347.391304347826,725.0869565217391,-16.08695652173914,709.0,156.43478260869566,865.4347826086957,-0.13919413919413914,865.4347826086957
2018-08-27,67.34,12576320,67.37,67.48,67.215,5470.413043478261,-2395.1304347826085,3075.282608695652,-2334.413043478261,740.8695652173913,-12.369565217391312,728.5,164.84782608695653,893.3478260869565,-0.1282051282051282,893.3478260869565
2018-08-28,69.78,24951230,68.56,70.4868,67.9203,5474.086956521739,-2397.8695652173915,3076.217391304348,-2330.086956521739,746.1304347826087,-11.130434782608702,735.0,167.65217391304347,902.6521739130435,-0.12454212454212454,902.6521739130435
2018-08-29,69.2,11831540,69.67,70.07,69.14,5477.760869565217,-2400.608695652174,3077.1521739130435,-2325.7608695652175,751.3913043478261,-9.891304347826093,741.5,170.45652173913044,911.9565217391305,-0.1208791208791209,911.9565217391305
2018-08-30,68.14,12015000,68.97,69.16,68.0,5481.434782608696,-2403.3478260869565,3078.086956521739,-2321.4347826086955,756.6521739130435,-8.652173913043484,748.0,173.2608695652174,921.2608695652174,-0.11721611721611724,921.2608695652174
2018-08-31,68.71,11132260,67.99,69.0,67.94,5485.108695652174,-2406.086956521739,3079.021739130435,-2317.108695652174,761.9130434782609,-7.4130434782608745,754.5,176.06521739130434,930.5652173913044,-0.1135531135531136,930.5652173913044
2018-09-04,69.98,13023100,68.74,70.11,68.71,5499.804347826087,-2417.0434782608695,3082.7608695652175,-2299.804347826087,782.9565217391305,-2.4565217391304373,780.5,187.2826086956522,967.7826086956522,-0.09890109890109888,967.7826086956522
2018-09-05,70.89,15304970,69.8,71.065,69.31,5503.478260869565,-2419.782608695652,3083.695652173913,-2295.478260869565,788.2173913043479,-1.217391304347828,787.0,190.08695652173913,977.0869565217391,-0.09523809523809523,977.0869565217391
2018-09-06,70.36,11995700,70.85,71.35,70.19,5507.152173913043,-2422.521739130435,3084.6304347826085,-2291.1521739130435,793.4782608695652,0.021739130434781373,793.5,192.8913043478261,986.3913043478261,-0.09157509157509158,986.3913043478261
2018-09-07,70.38,24413620,69.84,70.62,69.615,5510.826086956522,-2425.2608695652175,3085.5652173913045,-2286.826086956522,798.7391304347826,1.2608695652173907,800.0,195.69565217391303,995.6956521739131,-0.08791208791208793,995.6956521739131
2018-09-10,72.32,14599880,70.67,72.75,70.5,5521.847826086956,-2433.478260869565,3088.3695652173915,-2273.8478260869565,814.5217391304348,4.978260869565219,819.5,204.1086956521739,1023.608695652174,-0.07692307692307687,1023.608695652174
2018-09-11,72.51,9499596,71.84,72.66,71.81,5525.521739130435,-2436.217391304348,3089.304347826087,-2269.521739130435,819.7826086956522,6.217391304347828,826.0,206.91304347826087,1032.913043478261,-0.07326007326007322,1032.913043478261
2018-09-12,71.75,12589970,72.09,72.5,70.02,5529.195652173913,-2438.9565217391305,3090.2391304347825,-2265.195652173913,825.0434782608695,7.456521739130437,832.5,209.7173913043478,1042.217391304348,-0.06959706959706957,1042.217391304348
2018-09-13,74.61,22758120,73.68,75.36,73.48,5532.869565217391,-2441.695652173913,3091.1739130434785,-2260.8695652173915,830.304347826087,8.695652173913047,839.0,212.52173913043478,1051.521739130435,-0.06593406593406592,1051.521739130435
2018-09-14,75.09,12693840,74.53,76.04,74.41,5536.54347826087,-2444.4347826086955,3092.108695652174,-2256.5434782608695,835.5652173913044,9.934782608695642,845.5,215.32608695652175,1060.8260869565217,-0.06227106227106227,1060.8260869565217
2018-09-17,73.24,11556400,74.84,75.28,73.11,5547.565217391304,-2452.6521739130435,3094.913043478261,-2243.5652173913045,851.3478260869565,13.65217391304347,865.0,223.73913043478262,1088.7391304347825,-0.05128205128205132,1088.7391304347825
2018-09-18,74.72,11689650,73.8,76.5,73.51,5551.239130434783,-2455.391304347826,3095.8478260869565,-2239.2391304347825,856.608695652174,14.891304347826079,871.5,226.54347826086956,1098.0434782608695,-0.04761904761904767,1098.0434782608695
2018-09-19,74.06,11456680,75.37,75.37,73.77,5554.913043478261,-2458.1304347826085,3096.782608695652,-2234.913043478261,861.8695652173913,16.13043478260869,878.0,229.34782608695653,1107.3478260869565,-0.04395604395604391,1107.3478260869565
2018-09-20,74.6,11739370,74.48,75.11,74.2081,5558.586956521739,-2460.8695652173915,3097.717391304348,-2230.586956521739,867.1304347826087,17.369565217391298,884.5,232.15217391304347,1116.6521739130435,-0.04029304029304026,1116.6521739130435
2018-09-21,73.7,21312620,74.83,74.87,73.13,5562.260869565217,-2463.608695652174,3098.6521739130435,-2226.2608695652175,872.3913043478261,18.608695652173907,891.0,234.95652173913044,1125.9565217391305,-0.03663003663003661,1125.9565217391305
2018-09-24,73.58,15442890,73.08,73.85,72.8,5573.282608695652,-2471.826086956522,3101.4565217391305,-2213.282608695652,888.1739130434783,22.326086956521735,910.5,243.3695652173913,1153.8695652173915,-0.02564102564102566,1153.8695652173915
2018-09-25,72.74,20712780,72.64,73.57,72.58,5576.95652173913,-2474.5652173913045,3102.391304347826,-2208.9565217391305,893.4347826086957,23.565217391304344,917.0,246.17391304347825,1163.1739130434783,-0.02197802197802201,1163.1739130434783
2018-09-26,71.76,11301880,72.68,73.26,71.58,5580.630434782609,-2477.304347826087,3103.326086956522,-2204.6304347826085,898.695652173913,24.804347826086953,923.5,248.97826086956522,1172.4782608695652,-0.01831501831501836,1172.4782608695652
2018-09-27,71.71,12496430,72.18,72.68,71.475,5584.304347826087,-2480.0434782608695,3104.2608695652175,-2200.304347826087,903.9565217391305,26.043478260869563,930.0,251.7826086956522,1181.7826086956522,-0.0146520146520146,1181.7826086956522
2018-09-28,72.03,19770810,71.51,73.26,71.25,5587.978260869565,-2482.782608695652,3105.195652173913,-2195.978260869565,909.2173913043479,27.282608695652172,936.5,254.58695652173913,1191.086956521739,-0.01098901098901095,1191.086956521739
2018-10-01,72.6,9335121,72.46,73.43,72.1,5599.0,-2491.0,3108.0,-2183.0,925.0,31.0,956.0,263.0,1219.0,0.0,1219.0
2018-10-02,73.35,9220417,72.4,73.91,72.2719,5600.271739130435,-2494.913043478261,3105.358695652174,-2198.467391304348,906.8913043478261,29.347826086956523,936.2391304347826,263.39130434782606,1199.6304347826087,0.0,1199.6304347826087
2018-10-03,72.64,7077184,73.59,73.885,72.59,5601.54347826087,-2498.8260869565215,3102.717391304348,-2213.9347826086955,888.7826086956521,27.695652173913043,916.4782608695652,263.7826086956522,1180.2608695652175,0.0,1180.2608695652175
2018-10-04,72.38,8598628,72.0,72.7,71.8569,5602.815217391304,-2502.7391304347825,3100.0760869565215,-2229.4021739130435,870.6739130434783,26.043478260869566,896.7173913043479,264.17391304347825,1160.891304347826,0.0,1160.891304347826
2018-10-05,71.21,11734920,72.39,72.66,70.55,5604.086956521739,-2506.6521739130435,3097.4347826086955,-2244.8695652173915,852.5652173913044,24.391304347826086,876.9565217391305,264.5652173913044,1141.5217391304348,0.0,1141.5217391304348
2018-10-08,70.93,10083940,70.78,71.6,70.56,5607.902173913043,-2518.391304347826,3089.5108695652175,-2291.271739130435,798.2391304347826,19.434782608695652,817.6739130434783,265.7391304347826,1083.413043478261,0.0,1083.413043478261
2018-10-09,70.13,10327510,70.76,70.96,70.09,5609.173913043478,-2522.304347826087,3086.8695652173915,-2306.7391304347825,780.1304347826087,17.782608695652172,797.9130434782609,266.1304347826087,1064.0434782608695,0.0,1064.0434782608695
2018-10-10,66.73,22216870,68.77,69.56,66.62,5610.445652173913,-2526.217391304348,3084.228260869565,-2322.2065217391305,762.0217391304348,16.130434782608695,778.1521739130435,266.5217391304348,1044.6739130434783,0.0,1044.6739130434783
2018-10-11,64.29,25808960,66.35,66.99,63.61,5611.717391304348,-2530.1304347826085,3081.586956521739,-2337.673913043478,743.9130434782609,14.478260869565219,758.3913043478261,266.9130434782609,1025.304347826087,0.0,1025.304347826087
2018-10-12,64.29,15656960,65.55,65.65,63.27,5612.989130434783,-2534.0434782608695,3078.945652173913,-2353.141304347826,725.804347826087,12.826086956521738,738.6304347826087,267.30434782608694,1005.9347826086956,0.0,1005.9347826086956
2018-10-15,64.17,12287910,64.23,65.2,64.01,5616.804347826087,-2545.782608695652,3071.021739130435,-2399.5434782608695,671.4782608695652,7.869565217391305,679.3478260869565,268.4782608695652,947.8260869565217,0.0,947.8260869565217
2018-10-16,66.12,15929630,64.78,66.39,64.62,5618.076086956522,-2549.695652173913,3068.3804347826085,-2415.0108695652175,653.3695652173913,6.217391304347824,659.5869565217391,268.8695652173913,928.4565217391305,0.0,928.4565217391305
2018-10-17,66.1,14777840,66.38,66.61,65.29,5619.347826086957,-2553.608695652174,3065.7391304347825,-2430.478260869565,635.2608695652174,4.565217391304348,639.8260869565217,269.2608695652174,909.0869565217391,0.0,909.0869565217391
2018-10-18,65.15,12214680,65.68,66.32,64.87,5620.619565217391,-2557.521739130435,3063.0978260869565,-2445.945652173913,617.1521739130435,2.913043478260871,620.0652173913044,269.6521739130435,889.7173913043478,0.0,889.7173913043478
2018-10-19,65.36,10671850,65.45,66.21,65.0,5621.891304347826,-2561.4347826086955,3060.4565217391305,-2461.413043478261,599.0434782608695,1.2608695652173907,600.304347826087,270.04347826086956,870.3478260869565,0.0,870.3478260869565
2018-10-22,66.12,12886320,65.69,66.6,65.225,5625.70652173913,-2573.1739130434785,3052.532608695652,-2507.8152173913045,544.7173913043478,-3.6956521739130466,541.0217391304348,271.2173913043478,812.2391304347826,0.0,812.2391304347826
2018-10-23,66.38,13437320,63.66,66.92,63.57,5626.978260869565,-2577.086956521739,3049.891304347826,-2523.282608695652,526.6086956521739,-5.347826086956523,521.2608695652174,271.60869565217394,792.8695652173913,0.0,792.8695652173913
2018-10-24,62.62,23301210,65.87,66.39,62.5,5628.25,-2581.0,3047.25,-2538.75,508.5,-7.0,501.5,272.0,773.5,0.0,773.5
2018-10-25,63.2,20380830,63.81,63.83,62.35,5629.521739130435,-2584.913043478261,3044.608695652174,-2554.217391304348,490.39130434782606,-8.652173913043477,481.7391304347826,272.39130434782606,754.1304347826087,0.0,754.1304347826087
2018-10-26,62.48,17043100,61.5,63.64,61.18,5630.79347826087,-2588.8260869565215,3041.967391304348,-2569.6847826086955,472.28260869565213,-10.304347826086953,461.97826086956525,272.7826086956522,734.7608695652174,0.0,734.7608695652174
2018-10-29,62.17,14771050,63.5,63.69,61.27,5634.608695652174,-2600.5652173913045,3034.0434782608695,-2616.086956521739,417.9565217391304,-15.26086956521739,402.695652173913,273.95652173913044,676.6521739130435,0.0,676.6521739130435
2018-10-30,63.18,18862030,62.36,63.72,62.17,5635.880434782609,-2604.478260869565,3031.4021739130435,-2631.554347826087,399.8478260869565,-16.913043478260867,382.9347826086956,274.3478260869565,657.2826086956521,0.0,657.2826086956521
2018-10-31,62.89,12913140,62.91,63.52,62.0681,5637.152173913043,-2608.391304347826,3028.7608695652175,-2647.021739130435,381.7391304347826,-18.56521739130435,363.17391304347825,274.7391304347826,637.9130434782609,0.0,637.9130434782609
2018-11-01,63.71,10992620,63.2,64.31,62.88,5638.423913043478,-2612.304347826087,3026.1195652173915,-2662.4891304347825,363.63043478260863,-20.217391304347828,343.4130434782609,275.1304347826087,618.5434782608695,0.0,618.5434782608695
2018-11-02,63.33,13478820,63.94,63.955,62.3401,5639.695652173913,-2616.217391304348,3023.478260869565,-2677.9565217391305,345.52173913043475,-21.869565217391305,323.6521739130435,275.5217391304348,599.1739130434783,0.0,599.1739130434783
2018-11-05,63.47,13370050,63.08,63.8021,62.66,5643.510869565217,-2627.9565217391305,3015.554347826087,-2724.358695652174,291.195652173913,-26.826086956521742,264.36956521739137,276.69565217391306,541.0652173913044,0.0,541.0652173913044
2018-11-06,63.63,8752637,63.35,64.34,62.41,5644.782608695652,-2631.8695652173915,3012.913043478261,-2739.826086956522,273.0869565217391,-28.47826086956522,244.608695652174,277.0869565217391,521.695652173913,0.0,521.695652173913
2018-11-07,63.21,18379760,63.5,63.75,62.28,5646.054347826087,-2635.782608695652,3010.271739130435,-2755.2934782608695,254.97826086956513,-30.130434782608695,224.8478260869565,277.47826086956525,502.32608695652175,0.0,502.32608695652175
2018-11-08,58.05,32152810,58.0,60.15,57.6,5647.326086956522,-2639.695652173913,3007.6304347826085,-2770.7608695652175,236.86956521739125,-31.782608695652172,205.08695652173913,277.8695652173913,482.9565217391304,0.0,482.9565217391304
2018-11-09,56.72,21741670,57.78,58.2356,56.19,5648.597826086957,-2643.608695652174,3004.9891304347825,-2786.228260869565,218.76086956521738,-33.434782608695656,185.32608695652175,278.2608695652174,463.5869565217391,0.0,463.5869565217391
2018-11-12,54.49,24215770,56.37,56.5,54.43,5652.413043478261,-2655.3478260869565,2997.0652173913045,-2832.630434782609,164.43478260869563,-38.39130434782609,126.04347826086962,279.4347826086956,405.47826086956525,0.0,405.47826086956525
2018-11-13,54.16,20880770,54.74,55.49,54.05,5653.684782608696,-2659.2608695652175,2994.4239130434785,-2848.0978260869565,146.32608695652175,-40.04347826086956,106.28260869565224,279.82608695652175,386.1086956521739,0.0,386.1086956521739
2018-11-14,53.94,13836710,54.84,54.89,53.67,5654.95652173913,-2663.173913043478,2991.782608695652,-2863.5652173913045,128.21739130434776,-41.69565217391305,86.52173913043475,280.2173913043478,366.7391304347826,0.0,366.7391304347826
2018-11-15,55.39,18849280,53.83,55.54,53.53,5656.228260869565,-2667.086956521739,2989.141304347826,-2879.032608695652,110.10869565217388,-43.347826086956516,66.76086956521738,280.60869565217394,347.36956521739125,0.0,347.36956521739125
2018-11-16,55.88,57297720,55.12,57.04,54.99,5657.5,-2671.0,2986.5,-2894.5,92.0,-45.0,47.0,281.0,328.0,0.0,328.0
2018-11-19,54.9,20080460,55.85,56.62,54.87,5661.315217391304,-2682.7391304347825,2978.576086956522,-2940.9021739130435,37.67391304347825,-49.95652173913044,-12.28260869565213,282.17391304347825,269.8913043478261,0.0,269.8913043478261
2018-11-20,54.92,20655110,54.2,55.4299,54.07,5662.586956521739,-2686.6521739130435,2975.9347826086955,-2956.369565217391,19.56521739130426,-51.60869565217391,-32.043478260869506,282.5652173913044,250.52173913043475,0.0,250.52173913043475
2018-11-21,55.27,13012000,55.21,56.5,55.18,5663.858695652174,-2690.5652173913045,2973.2934782608695,-2971.836956521739,1.4565217391303804,-53.26086956521739,-51.80434782608688,282.95652173913044,231.1521739130435,0.0,231.1521739130435
2018-11-23,55.25,4671883,54.77,55.745,54.75,5666.402173913043,-2698.391304347826,2968.0108695652175,-3002.771739130435,-34.76086956521749,-56.565217391304344,-91.32608695652175,283.7391304347826,192.41304347826076,0.0,192.41304347826076
2018-11-26,55.73,10352690,55.79,56.38,55.175,5670.217391304348,-2710.1304347826085,2960.086956521739,-3049.173913043478,-89.08695652173924,-61.52173913043478,-150.608695652174,284.9130434782609,134.304347826087,0.0,134.304347826087
2018-11-27,55.57,9709175,55.59,56.225,55.35,5671.489130434783,-2714.0434782608695,2957.445652173913,-3064.641304347826,-107.195652173913,-63.173913043478265,-170.36956521739125,285.30434782608694,114.93478260869574,0.0,114.93478260869574
2018-11-28,56.65,17326030,55.89,56.72,54.691,5672.760869565217,-2717.9565217391305,2954.804347826087,-3080.108695652174,-125.304347826087,-64.82608695652173,-190.13043478260875,285.69565217391306,95.56521739130426,0.0,95.56521739130426
2018-11-29,58.11,26873000,57.89,59.05,57.77,5674.032608695652,-2721.8695652173915,2952.163043478261,-3095.576086956522,-143.413043478261,-66.47826086956522,-209.891304347826,286.0869565217391,76.195652173913,0.0,76.195652173913
2018-11-30,58.26,18194030,58.22,58.47,57.02,5675.304347826087,-2725.782608695652,2949.521739130435,-3111.0434782608695,-161.52173913043475,-68.1304347826087,-229.6521739130435,286.47826086956525,56.82608695652175,0.0,56.82608695652175
2018-12-03,59.14,17111810,60.51,60.51,58.4,5679.119565217391,-2737.521739130435,2941.5978260869565,-3157.445652173913,-215.8478260869565,-73.08695652173913,-288.9347826086955,287.6521739130435,-1.2826086956522431,0.0,-1.2826086956522431
2018-12-04,57.73,15829600,58.99,59.48,57.22,5680.391304347826,-2741.4347826086955,2938.9565217391305,-3172.913043478261,-233.9565217391305,-74.73913043478261,-308.695652173913,288.04347826086956,-20.652173913043498,0.0,-20.652173913043498
2018-12-06,57.11,17893450,56.01,57.21,55.6941,5682.934782608696,-2749.2608695652175,2933.673913043478,-3203.8478260869565,-270.17391304347825,-78.04347826086956,-348.21739130434776,288.82608695652175,-59.39130434782601,0.0,-59.39130434782601
2018-12-07,55.99,17050440,56.61,57.12,55.73,5684.20652173913,-2753.173913043478,2931.032608695652,-3219.315217391304,-288.28260869565224,-79.69565217391305,-367.97826086956525,289.2173913043478,-78.76086956521749,0.0,-78.76086956521749
2018-12-10,57.24,20330070,57.77,58.25,56.64,5688.021739130435,-2764.913043478261,2923.108695652174,-3265.717391304348,-342.608695652174,-84.65217391304348,-427.26086956521726,290.39130434782606,-136.86956521739125,0.0,-136.86956521739125
2018-12-11,57.35,13057400,58.45,58.66,56.8313,5689.29347826087,-2768.826086956522,2920.467391304348,-3281.184782608696,-360.717391304348,-86.30434782608695,-447.02173913043475,290.7826086956522,-156.23913043478274,0.0,-156.23913043478274
