Date,Close/Last,Volume,Open,High,Low,Net Income/Starting Line,Depreciation & Amortization,Non-Cash Items,Change in Working Capital,Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Long Term Investment,Net Cash From Acquisitions & Divestitures,Other Investing Activities,Cash from Investing Activities,Dividends Paid,Cash From (Repayment of) Debt,Cash From (Repurchase of) Equity,Other Financing Activities,Cash from Financing Activities,Net Cash Before Disc. Operations and FX,Change in Cash from Disc. Operations and Other,Net Cash Before FX,Effect of Foreign Exchange Rates,Net Changes in Cash
2021-08-25,143.87,5721635,144.46,145.43,143.465,1921.0217391304348,398.35869565217394,64.21739130434781,803.5978260869565,3187.195652173913,-496.75,-20.043478260869563,-470.28260869565224,27.90217391304348,-959.1739130434783,-753.7282608695652,-0.40217391304347827,-918.3586956521739,-150.67391304347825,-1823.163043478261,404.85869565217376,-25.0,404.85869565217376,-1.2391304347826075,403.61956521739125
2021-08-26,142.38,6825131,143.19,143.76,141.62,1923.913043478261,398.5652173913044,65.13043478260869,804.6086956521739,3192.217391304348,-497.0,-15.826086956521749,-458.86956521739137,28.391304347826086,-943.304347826087,-754.0869565217391,-0.3913043478260869,-910.5652173913043,-152.30434782608694,-1817.3478260869565,431.56521739130426,-25.0,431.56521739130426,-1.0434782608695645,430.52173913043475
2021-08-27,144.85,6274499,142.2,144.95,141.92,1926.804347826087,398.7717391304348,66.04347826086956,805.6195652173913,3197.2391304347825,-497.25,-11.608695652173907,-447.4565217391305,28.880434782608695,-927.4347826086956,-754.445652173913,-0.3804347826086957,-902.7717391304348,-153.93478260869563,-1811.5326086956522,458.27173913043475,-25.0,458.27173913043475,-0.8478260869565215,457.42391304347825
2021-08-30,145.94,5263612,145.59,147.86,145.555,1935.4782608695652,399.39130434782606,68.78260869565217,808.6521739130435,3212.304347826087,-498.0,1.0434782608695627,-413.21739130434787,30.347826086956523,-879.8260869565217,-755.5217391304348,-0.34782608695652173,-879.391304347826,-158.82608695652175,-1794.086956521739,538.391304347826,-25.0,538.391304347826,-0.2608695652173907,538.1304347826085
2021-08-31,146.69,7820509,146.8,147.53,144.56,1938.3695652173913,399.5978260869565,69.69565217391303,809.6630434782609,3217.3260869565215,-498.25,5.2608695652173765,-401.804347826087,30.836956521739133,-863.9565217391304,-755.8804347826087,-0.3369565217391305,-871.5978260869565,-160.45652173913044,-1788.2717391304348,565.0978260869565,-25.0,565.0978260869565,-0.06521739130434767,565.032608695652
2021-09-01,146.45,6451408,146.84,148.1,146.22,1941.2608695652175,399.80434782608694,70.6086956521739,810.6739130434783,3222.3478260869565,-498.5,9.478260869565247,-390.3913043478261,31.32608695652174,-848.0869565217391,-756.2391304347826,-0.32608695652173914,-863.804347826087,-162.08695652173913,-1782.4565217391305,591.804347826087,-25.0,591.804347826087,0.13043478260869534,591.9347826086955
2021-09-02,145.12,6007588,146.7,146.89,144.51,1944.1521739130435,400.0108695652174,71.52173913043478,811.6847826086956,3227.369565217391,-498.75,13.69565217391306,-378.97826086956525,31.815217391304348,-832.2173913043478,-756.5978260869565,-0.3152173913043479,-856.0108695652174,-163.7173913043478,-1776.641304347826,618.5108695652173,-25.0,618.5108695652173,0.32608695652174013,618.836956521739
2021-09-03,144.63,5506586,145.12,145.99,144.2301,1947.0434782608695,400.2173913043478,72.43478260869566,812.695652173913,3232.391304347826,-499.0,17.913043478260875,-367.5652173913044,32.30434782608695,-816.3478260869565,-756.9565217391304,-0.30434782608695654,-848.2173913043478,-165.3478260869565,-1770.8260869565217,645.2173913043478,-25.0,645.2173913043478,0.5217391304347831,645.7391304347825
2021-09-07,143.75,6362270,144.675,144.76,143.12,1958.608695652174,401.04347826086956,76.08695652173913,816.7391304347826,3252.478260869565,-500.0,34.782608695652186,-321.9130434782609,34.26086956521739,-752.8695652173913,-758.3913043478261,-0.26086956521739135,-817.0434782608695,-171.8695652173913,-1747.5652173913045,752.0434782608695,-25.0,752.0434782608695,1.304347826086957,753.3478260869565
2021-09-08,142.52,5981277,143.36,143.62,141.49,1961.5,401.25,77.0,817.75,3257.5,-500.25,39.0,-310.5,34.75,-737.0,-758.75,-0.25,-809.25,-173.5,-1741.75,778.75,-25.0,778.75,1.5,780.25
2021-09-09,141.58,6190783,142.47,143.54,141.45,1964.391304347826,401.45652173913044,77.91304347826087,818.7608695652174,3262.521739130435,-500.5,43.217391304347814,-299.0869565217391,35.23913043478261,-721.1304347826087,-759.1086956521739,-0.23913043478260876,-801.4565217391304,-175.1304347826087,-1735.9347826086957,805.4565217391303,-25.0,805.4565217391303,1.6956521739130448,807.1521739130433
2021-09-10,142.68,6263271,143.13,146.0,142.54,1967.2826086956522,401.6630434782609,78.82608695652173,819.7717391304348,3267.5434782608695,-500.75,47.434782608695684,-287.67391304347825,35.72826086956522,-705.2608695652173,-759.4673913043479,-0.2282608695652174,-793.6630434782609,-176.76086956521738,-1730.1195652173913,832.1630434782608,-25.0,832.1630434782608,1.8913043478260878,834.0543478260868
2021-09-13,143.41,4312803,144.02,144.73,142.03,1975.9565217391305,402.2826086956522,81.56521739130434,822.804347826087,3282.608695652174,-501.5,60.086956521739125,-253.43478260869563,37.19565217391305,-657.6521739130435,-760.5434782608695,-0.19565217391304346,-770.2826086956521,-181.65217391304347,-1712.6739130434783,912.282608695652,-25.0,912.282608695652,2.4782608695652186,914.7608695652173
2021-09-14,141.14,6442067,144.47,144.81,140.62,1978.8478260869565,402.4891304347826,82.47826086956522,823.8152173913044,3287.6304347826085,-501.75,64.30434782608694,-242.02173913043487,37.684782608695656,-641.7826086956522,-760.9021739130435,-0.18478260869565222,-762.4891304347826,-183.2826086956522,-1706.858695652174,938.9891304347825,-25.0,938.9891304347825,2.6739130434782616,941.6630434782608
2021-09-15,138.24,11289100,140.805,141.0,137.52,1981.7391304347825,402.69565217391306,83.39130434782608,824.8260869565217,3292.6521739130435,-502.0,68.52173913043481,-230.608695652174,38.17391304347826,-625.9130434782608,-761.2608695652174,-0.17391304347826086,-754.695652173913,-184.91304347826087,-1701.0434782608695,965.695652173913,-25.0,965.695652173913,2.8695652173913047,968.5652173913043
2021-09-16,138.4,6719871,137.32,138.96,137.32,1984.6304347826087,402.9021739130435,84.30434782608695,825.8369565217391,3297.673913043478,-502.25,72.73913043478262,-219.19565217391312,38.66304347826087,-610.0434782608695,-761.6195652173913,-0.16304347826086962,-746.9021739130435,-186.54347826086956,-1695.2282608695652,992.4021739130435,-25.0,992.4021739130435,3.0652173913043477,995.4673913043475
2021-09-17,133.6,14550480,137.81,138.0,133.14,1987.5217391304348,403.10869565217394,85.21739130434783,826.8478260869565,3302.695652173913,-502.5,76.95652173913044,-207.78260869565224,39.15217391304348,-594.1739130434783,-761.9782608695652,-0.15217391304347827,-739.1086956521739,-188.17391304347825,-1689.413043478261,1019.108695652174,-25.0,1019.108695652174,3.2608695652173925,1022.369565217391
2021-09-20,132.76,9647058,131.47,133.12,130.61,1996.195652173913,403.72826086956525,87.95652173913044,829.8804347826087,3317.7608695652175,-503.25,89.60869565217394,-173.54347826086962,40.619565217391305,-546.5652173913043,-763.054347826087,-0.11956521739130432,-715.7282608695652,-193.06521739130434,-1671.9673913043478,1099.228260869565,-25.0,1099.228260869565,3.8478260869565233,1103.0760869565215
2021-09-21,131.75,6175312,133.587,133.91,131.28,1999.086956521739,403.9347826086956,88.8695652173913,830.8913043478261,3322.782608695652,-503.5,93.82608695652175,-162.13043478260875,41.108695652173914,-530.695652173913,-763.4130434782609,-0.10869565217391308,-707.9347826086956,-194.69565217391303,-1666.1521739130435,1125.9347826086955,-25.0,1125.9347826086955,4.043478260869566,1129.978260869565
2021-09-22,133.01,5163043,132.59,133.49,131.98,2001.9782608695652,404.14130434782606,89.78260869565217,831.9021739130435,3327.804347826087,-503.75,98.04347826086956,-150.71739130434787,41.59782608695652,-514.8260869565217,-763.7717391304348,-0.09782608695652173,-700.1413043478261,-196.32608695652172,-1660.336956521739,1152.641304347826,-25.0,1152.641304347826,4.239130434782609,1156.8804347826085
2021-09-23,133.91,5918870,133.75,135.16,133.22,2004.8695652173913,404.3478260869565,90.69565217391303,832.9130434782609,3332.8260869565215,-504.0,102.26086956521738,-139.304347826087,42.08695652173913,-498.9565217391305,-764.1304347826087,-0.08695652173913049,-692.3478260869565,-197.95652173913044,-1654.5217391304348,1179.3478260869565,-25.0,1179.3478260869565,4.434782608695652,1183.782608695652
2021-09-24,133.88,4554621,133.11,134.55,132.8001,2007.7608695652175,404.55434782608694,91.6086956521739,833.9239130434783,3337.8478260869565,-504.25,106.47826086956525,-127.89130434782612,42.57608695652174,-483.086956521739,-764.4891304347826,-0.07608695652173914,-684.554347826087,-199.58695652173913,-1648.7065217391305,1206.054347826087,-25.0,1206.054347826087,4.630434782608695,1210.6847826086955
2021-09-27,133.48,4319466,132.43,134.04,132.02,2016.4347826086957,405.17391304347825,94.34782608695652,836.9565217391305,3352.913043478261,-505.0,119.13043478260869,-93.6521739130435,44.04347826086956,-435.47826086956525,-765.5652173913044,-0.04347826086956519,-661.1739130434783,-204.47826086956522,-1631.2608695652175,1286.173913043478,-25.0,1286.173913043478,5.217391304347828,1291.391304347826
2021-09-28,129.9,8851657,131.75,132.7399,129.7,2019.3260869565217,405.3804347826087,95.26086956521739,837.9673913043479,3357.9347826086955,-505.25,123.3478260869565,-82.23913043478262,44.53260869565217,-419.608695652174,-765.9239130434783,-0.03260869565217395,-653.3804347826086,-206.1086956521739,-1625.445652173913,1312.8804347826085,-25.0,1312.8804347826085,5.413043478260871,1318.2934782608695
2021-09-29,129.28,7037221,130.59,131.45,128.89,2022.2173913043478,405.5869565217391,96.17391304347825,838.9782608695652,3362.9565217391305,-505.5,127.56521739130437,-70.82608695652175,45.02173913043478,-403.7391304347825,-766.2826086956521,-0.021739130434782594,-645.5869565217391,-207.7391304347826,-1619.6304347826087,1339.586956521739,-25.0,1339.586956521739,5.608695652173914,1345.195652173913
2021-09-30,128.98,6982505,130.35,131.08,128.695,2025.108695652174,405.79347826086956,97.08695652173913,839.9891304347826,3367.978260869565,-505.75,131.7826086956522,-59.41304347826099,45.51086956521739,-387.86956521739125,-766.6413043478261,-0.010869565217391353,-637.7934782608695,-209.36956521739128,-1613.8152173913045,1366.2934782608695,-25.0,1366.2934782608695,5.804347826086957,1372.0978260869565
2021-10-01,128.71,6863724,129.8,130.02,126.47,2028.0,406.0,98.0,841.0,3373.0,-506.0,136.0,-48.0,46.0,-372.0,-767.0,0.0,-630.0,-211.0,-1608.0,1393.0,-25.0,1393.0,6.0,1399.0
2021-10-04,126.68,8470312,128.92,129.79,125.92,2053.108695652174,406.6195652173913,95.71739130434783,742.6847826086956,3298.1304347826085,-503.5217391304348,154.7173913043478,-49.46739130434783,40.03260869565217,-358.2391304347826,-767.0326086956521,0.03260869565217391,-628.9565217391304,-205.32608695652175,-1601.2826086956522,1338.608695652174,-25.0,1338.608695652174,5.543478260869565,1344.1521739130435
2021-10-05,127.53,9244310,126.13,128.77,125.69,2061.478260869565,406.82608695652175,94.95652173913044,709.9130434782609,3273.1739130434785,-502.69565217391306,160.95652173913044,-49.95652173913044,38.04347826086956,-353.6521739130435,-767.0434782608696,0.043478260869565216,-628.6086956521739,-203.43478260869566,-1599.0434782608695,1320.4782608695652,-25.0,1320.4782608695652,5.391304347826087,1325.8695652173913
2021-10-06,128.06,8513727,126.55,128.27,126.07,2069.8478260869565,407.0326086956522,94.19565217391305,677.1413043478261,3248.217391304348,-501.8695652173913,167.19565217391303,-50.44565217391305,36.05434782608695,-349.0652173913044,-767.054347826087,0.05434782608695652,-628.2608695652174,-201.54347826086956,-1596.804347826087,1302.3478260869565,-25.0,1302.3478260869565,5.239130434782608,1307.586956521739
2021-10-07,127.84,8010556,129.265,130.72,127.59,2078.217391304348,407.2391304347826,93.43478260869566,644.3695652173913,3223.2608695652175,-501.04347826086956,173.43478260869566,-50.934782608695656,34.065217391304344,-344.4782608695652,-767.0652173913044,0.06521739130434782,-627.9130434782609,-199.65217391304347,-1594.5652173913043,1284.2173913043478,-25.0,1284.2173913043478,5.086956521739131,1289.304347826087
2021-10-08,126.55,6920524,128.5912,128.5912,126.21,2086.586956521739,407.44565217391306,92.67391304347827,611.5978260869565,3198.304347826087,-500.2173913043478,179.67391304347825,-51.42391304347826,32.07608695652174,-339.89130434782606,-767.0760869565217,0.07608695652173914,-627.5652173913044,-197.76086956521738,-1592.3260869565217,1266.086956521739,-25.0,1266.086956521739,4.934782608695652,1271.0217391304348
2021-10-11,124.94,6288235,126.055,127.23,124.88,2111.695652173913,408.0652173913044,90.3913043478261,513.2826086956522,3123.4347826086955,-497.7391304347826,198.3913043478261,-52.891304347826086,26.108695652173914,-326.1304347826087,-767.1086956521739,0.10869565217391304,-626.5217391304348,-192.08695652173913,-1585.608695652174,1211.695652173913,-25.0,1211.695652173913,4.478260869565217,1216.1739130434783
2021-10-12,122.95,10531460,125.38,125.47,122.165,2120.0652173913045,408.2717391304348,89.63043478260869,480.5108695652174,3098.478260869565,-496.9130434782609,204.6304347826087,-53.380434782608695,24.119565217391305,-321.54347826086956,-767.1195652173913,0.11956521739130435,-626.1739130434783,-190.19565217391303,-1583.3695652173913,1193.5652173913043,-25.0,1193.5652173913043,4.326086956521739,1197.891304347826
2021-10-13,125.04,12380250,125.2,126.3199,123.52,2128.4347826086955,408.4782608695652,88.86956521739131,447.7391304347826,3073.521739130435,-496.0869565217391,210.8695652173913,-53.869565217391305,22.130434782608695,-316.95652173913044,-767.1304347826087,0.13043478260869565,-625.8260869565217,-188.30434782608697,-1581.1304347826087,1175.4347826086957,-25.0,1175.4347826086957,4.173913043478261,1179.608695652174
2021-10-14,128.66,10639840,126.16,129.3,125.99,2136.804347826087,408.6847826086956,88.1086956521739,414.96739130434787,3048.5652173913045,-495.2608695652174,217.1086956521739,-54.358695652173914,20.141304347826086,-312.3695652173913,-767.1413043478261,0.14130434782608695,-625.4782608695652,-186.41304347826087,-1578.891304347826,1157.304347826087,-25.0,1157.304347826087,4.021739130434782,1161.3260869565217
2021-10-15,130.2,7609677,129.02,130.4763,128.68,2145.1739130434785,408.89130434782606,87.34782608695652,382.19565217391306,3023.608695652174,-494.4347826086956,223.3478260869565,-54.84782608695652,18.15217391304348,-307.7826086956522,-767.1521739130435,0.15217391304347827,-625.1304347826087,-184.52173913043478,-1576.6521739130435,1139.1739130434783,-25.0,1139.1739130434783,3.869565217391304,1143.0434782608695
2021-10-18,130.12,5289973,129.32,130.27,128.2404,2170.282608695652,409.5108695652174,85.06521739130434,283.88043478260875,2948.7391304347825,-491.95652173913044,242.06521739130434,-56.315217391304344,12.184782608695656,-294.02173913043475,-767.1847826086956,0.18478260869565216,-624.0869565217391,-178.84782608695653,-1569.9347826086957,1084.7826086956522,-25.0,1084.7826086956522,3.413043478260869,1088.195652173913
2021-10-19,132.5,7330727,131.017,132.8,130.32,2178.6521739130435,409.7173913043478,84.30434782608695,251.108695652174,2923.782608695652,-491.1304347826087,248.30434782608694,-56.80434782608695,10.195652173913047,-289.4347826086956,-767.195652173913,0.19565217391304346,-623.7391304347826,-176.95652173913044,-1567.695652173913,1066.6521739130435,-25.0,1066.6521739130435,3.260869565217391,1069.9130434782608
2021-10-20,132.16,4804076,132.5,133.005,131.261,2187.021739130435,409.92391304347825,83.54347826086956,218.33695652173913,2898.826086956522,-490.30434782608694,254.54347826086956,-57.29347826086956,8.206521739130437,-284.8478260869565,-767.2065217391304,0.20652173913043478,-623.3913043478261,-175.06521739130434,-1565.4565217391305,1048.5217391304348,-25.0,1048.5217391304348,3.108695652173913,1051.6304347826087
2021-10-21,133.05,4579172,132.0,133.26,131.4,2195.391304347826,410.1304347826087,82.78260869565217,185.56521739130437,2873.8695652173915,-489.47826086956525,260.7826086956522,-57.78260869565217,6.217391304347828,-280.2608695652174,-767.2173913043479,0.21739130434782608,-623.0434782608696,-173.17391304347825,-1563.2173913043478,1030.391304347826,-25.0,1030.391304347826,2.9565217391304346,1033.3478260869565
2021-10-22,131.62,5216154,132.9,133.69,131.43,2203.7608695652175,410.3369565217391,82.02173913043478,152.79347826086962,2848.913043478261,-488.6521739130435,267.02173913043475,-58.27173913043478,4.228260869565219,-275.67391304347825,-767.2282608695652,0.22826086956521738,-622.695652173913,-171.2826086956522,-1560.9782608695652,1012.2608695652174,-25.0,1012.2608695652174,2.804347826086956,1015.0652173913043
2021-10-25,131.93,4876260,131.82,133.17,131.3,2228.8695652173915,410.95652173913044,79.73913043478261,54.47826086956525,2774.0434782608695,-486.17391304347825,285.7391304347826,-59.73913043478261,-1.7391304347826093,-261.9130434782609,-767.2608695652174,0.2608695652173913,-621.6521739130435,-165.6086956521739,-1554.2608695652175,957.8695652173913,-25.0,957.8695652173913,2.3478260869565215,960.2173913043478
2021-10-26,131.94,5802241,132.9,133.788,131.066,2237.2391304347825,411.1630434782609,78.97826086956522,21.706521739130494,2749.086956521739,-485.3478260869565,291.97826086956525,-60.22826086956522,-3.7282608695652186,-257.32608695652175,-767.2717391304348,0.2717391304347826,-621.304347826087,-163.7173913043478,-1552.0217391304348,939.7391304347826,-25.0,939.7391304347826,2.195652173913043,941.9347826086956
2021-10-27,131.2,5090364,131.94,132.36,130.51,2245.608695652174,411.3695652173913,78.21739130434783,-11.065217391304259,2724.130434782609,-484.52173913043475,298.2173913043478,-60.71739130434783,-5.717391304347828,-252.7391304347826,-767.2826086956521,0.2826086956521739,-620.9565217391304,-161.82608695652175,-1549.7826086956522,921.608695652174,-25.0,921.608695652174,2.043478260869565,923.6521739130435
2021-10-28,133.69,5016737,131.99,133.83,131.87,2253.978260869565,411.57608695652175,77.45652173913044,-43.836956521739125,2699.173913043478,-483.69565217391306,304.45652173913044,-61.20652173913044,-7.70652173913043,-248.15217391304347,-767.2934782608696,0.2934782608695652,-620.6086956521739,-159.93478260869566,-1547.5434782608695,903.4782608695652,-25.0,903.4782608695652,1.891304347826087,905.3695652173913
2021-10-29,133.04,5251108,132.862,133.68,132.45,2262.3478260869565,411.7826086956522,76.69565217391305,-76.60869565217388,2674.217391304348,-482.8695652173913,310.695652173913,-61.69565217391305,-9.69565217391304,-243.56521739130434,-767.304347826087,0.30434782608695654,-620.2608695652174,-158.04347826086956,-1545.304347826087,885.3478260869565,-25.0,885.3478260869565,1.7391304347826084,887.086956521739
2021-11-01,134.81,6903023,132.44,134.87,132.44,2287.4565217391305,412.4021739130435,74.41304347826087,-174.92391304347825,2599.3478260869565,-480.39130434782606,329.4130434782609,-63.16304347826087,-15.663043478260867,-229.80434782608694,-767.3369565217391,0.33695652173913043,-619.2173913043479,-152.3695652173913,-1538.586956521739,830.9565217391305,-25.0,830.9565217391305,1.2826086956521738,832.2391304347825
2021-11-02,135.23,7321923,134.55,135.73,134.12,2295.826086956522,412.60869565217394,73.65217391304347,-207.695652173913,2574.391304347826,-479.5652173913044,335.6521739130435,-63.65217391304348,-17.652173913043477,-225.2173913043478,-767.3478260869565,0.34782608695652173,-618.8695652173913,-150.47826086956522,-1536.3478260869565,812.8260869565217,-25.0,812.8260869565217,1.1304347826086953,813.9565217391304
2021-11-03,138.48,13216020,135.75,138.85,135.04,2304.195652173913,412.8152173913044,72.8913043478261,-240.46739130434776,2549.434782608696,-478.7391304347826,341.89130434782606,-64.1413043478261,-19.64130434782608,-220.6304347826087,-767.3586956521739,0.358695652173913,-618.5217391304348,-148.58695652173913,-1534.108695652174,794.695652173913,-25.0,794.695652173913,0.9782608695652169,795.6739130434783
2021-11-04,156.11,48321480,156.325,159.58,153.3,2312.5652173913045,413.0217391304348,72.13043478260869,-273.2391304347825,2524.478260869565,-477.9130434782609,348.1304347826087,-64.63043478260869,-21.63043478260869,-216.04347826086956,-767.3695652173913,0.3695652173913043,-618.1739130434783,-146.69565217391306,-1531.8695652173913,776.5652173913044,-25.0,776.5652173913044,0.8260869565217384,777.391304347826
2021-11-05,163.03,27226580,157.075,168.55,155.91,2320.9347826086955,413.2282608695652,71.3695652173913,-306.01086956521726,2499.521739130435,-477.0869565217391,354.36956521739125,-65.11956521739131,-23.619565217391298,-211.4565217391304,-767.3804347826087,0.3804347826086956,-617.8260869565217,-144.80434782608694,-1529.6304347826087,758.4347826086956,-25.0,758.4347826086956,0.6739130434782608,759.1086956521739
2021-11-08,165.85,14541400,163.21,167.71,161.2775,2346.0434782608695,413.8478260869565,69.08695652173913,-404.32608695652175,2424.6521739130435,-474.60869565217394,373.0869565217391,-66.58695652173913,-29.586956521739125,-197.69565217391303,-767.4130434782609,0.41304347826086957,-616.7826086956521,-139.1304347826087,-1522.9130434782608,704.0434782608696,-25.0,704.0434782608696,0.21739130434782616,704.2608695652174
2021-11-09,166.74,12353900,166.51,169.52,164.38,2354.413043478261,414.05434782608694,68.32608695652173,-437.0978260869565,2399.695652173913,-473.7826086956522,379.32608695652175,-67.07608695652173,-31.576086956521735,-193.1086956521739,-767.4239130434783,0.42391304347826086,-616.4347826086956,-137.23913043478262,-1520.6739130434783,685.9130434782609,-25.0,685.9130434782609,0.06521739130434767,685.9782608695651
2021-11-10,159.8,11327140,165.09,166.12,159.03,2362.782608695652,414.2608695652174,67.56521739130434,-469.86956521739125,2374.7391304347825,-472.95652173913044,385.5652173913044,-67.56521739130434,-33.565217391304344,-188.52173913043475,-767.4347826086956,0.43478260869565216,-616.0869565217391,-135.34782608695653,-1518.4347826086957,667.7826086956522,-25.0,667.7826086956522,-0.08695652173913082,667.695652173913
2021-11-11,164.42,7624181,161.8,165.5649,161.39,2371.1521739130435,414.4673913043478,66.80434782608695,-502.641304347826,2349.782608695652,-472.1304347826087,391.80434782608694,-68.05434782608695,-35.55434782608695,-183.93478260869563,-767.445652173913,0.44565217391304346,-615.7391304347826,-133.45652173913044,-1516.195652173913,649.6521739130435,-25.0,649.6521739130435,-0.2391304347826093,649.4130434782608
2021-11-12,164.94,7370988,165.0,166.02,164.33,2379.521739130435,414.67391304347825,66.04347826086956,-535.4130434782608,2324.826086956522,-471.30434782608694,398.04347826086956,-68.54347826086956,-37.54347826086956,-179.3478260869565,-767.4565217391304,0.45652173913043476,-615.3913043478261,-131.56521739130434,-1513.9565217391305,631.5217391304348,-25.0,631.5217391304348,-0.3913043478260878,631.1304347826086
2021-11-15,168.51,12350190,166.5,169.94,165.81,2404.6304347826085,415.29347826086956,63.76086956521739,-633.7282608695652,2249.9565217391305,-468.82608695652175,416.7608695652174,-70.01086956521739,-43.51086956521739,-165.58695652173913,-767.4891304347826,0.4891304347826087,-614.3478260869565,-125.8913043478261,-1507.2391304347825,577.1304347826087,-25.0,577.1304347826087,-0.8478260869565224,576.2826086956521
2021-11-16,181.81,33338220,168.11,183.73,167.06,2413.0,415.5,63.0,-666.5,2225.0,-468.0,423.0,-70.5,-45.5,-160.99999999999997,-767.5,0.5,-614.0,-124.0,-1505.0,559.0,-25.0,559.0,-1.0,557.9999999999999
2021-11-17,183.54,21678880,180.79,186.33,178.63,2421.3695652173915,415.70652173913044,62.23913043478261,-699.2717391304348,2200.0434782608695,-467.17391304347825,429.2391304347826,-70.98913043478261,-47.48913043478261,-156.41304347826085,-767.5108695652174,0.5108695652173912,-613.6521739130435,-122.10869565217392,-1502.7608695652175,540.8695652173914,-25.0,540.8695652173914,-1.1521739130434785,539.7173913043478
2021-11-18,186.32,15542570,185.24,188.7221,182.75,2429.7391304347825,415.9130434782609,61.47826086956522,-732.0434782608695,2175.086956521739,-466.3478260869565,435.4782608695652,-71.47826086956522,-49.47826086956522,-151.82608695652172,-767.5217391304348,0.5217391304347826,-613.304347826087,-120.21739130434783,-1500.5217391304348,522.7391304347826,-25.0,522.7391304347826,-1.304347826086957,521.4347826086955
2021-11-19,185.0,11891470,184.69,186.6,182.3,2438.108695652174,416.1195652173913,60.71739130434782,-764.8152173913043,2150.130434782609,-465.52173913043475,441.7173913043478,-71.96739130434783,-51.46739130434783,-147.2391304347826,-767.5326086956521,0.532608695652174,-612.9565217391304,-118.32608695652173,-1498.2826086956522,504.6086956521739,-25.0,504.6086956521739,-1.4565217391304355,503.1521739130434
2021-11-22,181.4,16062820,181.11,188.77,180.98,2463.217391304348,416.7391304347826,58.43478260869565,-863.1304347826085,2075.2608695652175,-463.04347826086956,460.4347826086956,-73.43478260869566,-57.434782608695656,-133.4782608695652,-767.5652173913044,0.5652173913043478,-611.9130434782609,-112.65217391304348,-1491.5652173913043,450.21739130434787,-25.0,450.21739130434787,-1.91304347826087,448.3043478260869
2021-11-23,180.94,10698650,180.34,181.33,177.02,2471.586956521739,416.94565217391306,57.67391304347826,-895.9021739130435,2050.304347826087,-462.2173913043478,466.67391304347825,-73.92391304347827,-59.423913043478265,-128.89130434782606,-767.5760869565217,0.5760869565217391,-611.5652173913044,-110.76086956521739,-1489.3260869565217,432.0869565217391,-25.0,432.0869565217391,-2.0652173913043477,430.02173913043464
2021-11-24,180.71,7886158,179.52,180.78,177.33,2479.9565217391305,417.1521739130435,56.91304347826087,-928.6739130434783,2025.3478260869565,-461.39130434782606,472.9130434782609,-74.41304347826087,-61.41304347826086,-124.30434782608694,-767.5869565217391,0.5869565217391304,-611.2173913043479,-108.86956521739131,-1487.086956521739,413.9565217391305,-25.0,413.9565217391305,-2.217391304347826,411.7391304347825
2021-11-26,175.74,7835917,175.665,180.25,175.06,2496.695652173913,417.5652173913044,55.391304347826086,-994.2173913043478,1975.4347826086957,-459.7391304347826,485.39130434782606,-75.3913043478261,-65.39130434782608,-115.13043478260869,-767.6086956521739,0.6086956521739131,-610.5217391304348,-105.08695652173913,-1482.608695652174,377.695652173913,-25.0,377.695652173913,-2.521739130434783,375.17391304347814
2021-11-29,183.74,10440510,179.48,184.07,179.0,2521.804347826087,418.1847826086956,53.10869565217391,-1092.532608695652,1900.5652173913045,-457.2608695652174,504.1086956521739,-76.8586956521739,-71.3586956521739,-101.36956521739125,-767.6413043478261,0.6413043478260869,-609.4782608695652,-99.41304347826087,-1475.891304347826,323.304347826087,-25.0,323.304347826087,-2.9782608695652186,320.32608695652175
2021-11-30,180.56,19309180,183.22,186.81,180.34,2530.173913043478,418.39130434782606,52.347826086956516,-1125.304347826087,1875.608695652174,-456.4347826086956,510.3478260869565,-77.34782608695653,-73.34782608695652,-96.78260869565213,-767.6521739130435,0.6521739130434783,-609.1304347826087,-97.52173913043478,-1473.6521739130435,305.17391304347825,-25.0,305.17391304347825,-3.1304347826086953,302.0434782608695
2021-12-01,175.63,10670610,180.885,183.15,175.32,2538.5434782608695,418.5978260869565,51.586956521739125,-1158.0760869565217,1850.6521739130435,-455.60869565217394,516.5869565217391,-77.83695652173913,-75.33695652173913,-92.195652173913,-767.6630434782609,0.6630434782608695,-608.7826086956521,-95.6304347826087,-1471.4130434782608,287.0434782608695,-25.0,287.0434782608695,-3.282608695652174,283.76086956521726
2021-12-02,177.03,13101410,172.09,177.89,171.21,2546.913043478261,418.80434782608694,50.826086956521735,-1190.8478260869565,1825.695652173913,-454.7826086956522,522.8260869565217,-78.32608695652173,-77.32608695652173,-87.60869565217388,-767.6739130434783,0.6739130434782609,-608.4347826086956,-93.73913043478261,-1469.1739130434783,268.913043478261,-25.0,268.913043478261,-3.4347826086956523,265.478260869565
2021-12-03,176.51,12111800,178.04,180.27,173.71,2555.282608695652,419.0108695652174,50.065217391304344,-1223.619565217391,1800.7391304347827,-453.95652173913044,529.0652173913043,-78.81521739130434,-79.31521739130434,-83.02173913043475,-767.6847826086956,0.6847826086956521,-608.0869565217391,-91.84782608695653,-1466.9347826086955,250.78260869565224,-25.0,250.78260869565224,-3.586956521739131,247.195652173913
