Date,Close/Last,Volume,Open,High,Low,CrudeOilUSDM
2017-10-30,54.66,7080720,54.16,54.77,54.08,62.25560117302049
2017-10-31,51.01,29877270,52.26,52.49,50.02,62.41552785923749
2017-11-01,53.46,15609560,51.47,53.49,50.51,62.5754545454545
2017-11-02,54.84,17320180,53.6,55.68,53.6,62.63000288600284
2017-11-03,61.81,80796380,54.76,64.99,54.21,62.684551226551186
2017-11-06,62.52,58736890,64.54,65.33,62.15,62.84819624819622
2017-11-07,64.1,23372660,62.52,64.16,62.45,62.90274458874456
2017-11-08,65.49,26471350,64.21,65.79,64.21,62.957292929292905
2017-11-09,64.6,15945070,64.91,65.33,63.93,63.01184126984125
2017-11-10,64.57,9624536,64.36,65.1,63.92,63.06638961038959
2017-11-13,66.49,24350590,64.96,66.82,64.75,63.230034632034624
2017-11-14,66.0,14032740,66.16,66.8,65.55,63.28458297258297
2017-11-15,65.61,10559860,65.55,66.4838,65.24,63.33913131313131
2017-11-16,66.11,12333670,65.77,66.54,65.43,63.393679653679655
2017-11-17,66.72,12999690,66.37,66.95,66.0,63.44822799422799
2017-11-20,66.47,9710785,66.18,66.85,65.95,63.61187301587302
2017-11-21,66.67,11213630,65.35,66.93,65.27,63.66642135642137
2017-11-22,68.13,15351420,66.37,68.26,66.24,63.72096969696971
2017-11-24,68.91,9233511,68.51,69.28,68.45,63.8300663780664
2017-11-27,68.14,20395280,68.6,68.92,68.04,63.99371139971143
2017-11-28,68.38,12842080,67.59,68.41,67.22,64.04825974025978
2017-11-29,66.52,16983100,68.1,68.2,66.03,64.10280808080812
2017-11-30,66.34,15486500,66.51,67.1,65.72,64.15735642135647
2017-12-01,65.49,15849650,65.2,66.12,64.6,64.2119047619048
2017-12-04,64.56,17322970,65.6,65.7,63.8,64.67396446937825
2017-12-05,64.69,9607596,64.85,65.03,64.4,64.82798437186939
2017-12-06,64.98,6924907,64.64,65.68,64.36,64.98200427436055
2017-12-07,65.23,6754179,65.21,65.55,64.77,65.13602417685169
2017-12-08,64.24,9364685,65.6,65.6,63.88,65.29004407934283
2017-12-11,65.18,12178010,64.06,65.2631,64.0,65.75210378681629
2017-12-12,64.86,6987364,64.88,65.11,64.55,65.90612368930744
2017-12-13,64.9,6487265,64.98,65.425,64.83,66.06014359179858
2017-12-14,64.7,7058316,64.86,65.17,64.545,66.21416349428974
2017-12-15,64.76,18824640,65.33,65.42,64.5,66.36818339678088
2017-12-18,65.38,7385961,64.93,65.46,64.8,66.83024310425432
2017-12-19,64.5,7128588,65.11,65.48,64.43,66.98426300674546
2017-12-20,64.6,6932237,64.56,65.17,64.33,67.13828290923662
2017-12-21,64.39,5420048,64.75,64.9604,64.34,67.29230281172777
2017-12-22,64.73,4429203,64.31,64.98,64.3,67.44632271421891
2017-12-26,64.3,4203674,64.49,64.94,64.2,68.06240232418351
2017-12-27,64.54,4890564,64.32,64.64,64.18,68.21642222667465
2017-12-28,64.38,2436136,64.69,64.73,64.35,68.37044212916581
2017-12-29,64.02,6620942,64.36,64.65,64.0,68.52446203165695
2018-01-02,65.2,6321493,64.38,65.33,64.17,68.87153716690038
2018-01-03,65.94,6837514,65.22,66.06,64.69,68.75655259467037
2018-01-04,66.03,5055347,66.18,66.53,65.91,68.64156802244035
2018-01-05,66.47,5411054,66.04,66.6,65.5,68.52658345021034
2018-01-08,66.27,4264992,66.25,66.53,65.94,68.18162973352031
2018-01-09,65.27,7623344,65.64,65.86,64.94,68.0666451612903
2018-01-10,65.26,6568227,65.48,65.74,64.88,67.95166058906028
2018-01-11,65.43,4232235,65.2,65.5,65.14,67.83667601683027
2018-01-12,65.38,4989716,65.61,65.9,65.08,67.72169144460025
2018-01-16,68.25,24004060,66.23,68.65,66.03,67.2617531556802
2018-01-17,68.02,12531250,68.52,68.9,67.24,67.1467685834502
2018-01-18,68.05,6788361,67.75,68.18,67.49,67.03178401122018
2018-01-19,68.04,8861726,68.04,68.25,67.75,66.91679943899017
2018-01-22,68.67,8565469,67.81,68.75,67.705,66.57184572230013
2018-01-23,68.34,7743123,68.6,68.895,68.24,66.45686115007011
2018-01-24,67.98,12376750,68.2,68.285,67.38,66.3418765778401
2018-01-25,67.42,9106009,68.14,68.37,67.29,66.22689200561008
2018-01-26,68.53,7914514,67.94,68.53,67.6,66.11190743338007
2018-01-29,67.32,9481156,68.16,68.3,67.24,65.76695371669004
2018-01-30,66.99,7786173,67.43,67.91,66.73,65.65196914446003
2018-01-31,68.25,13682900,67.55,68.38,67.46,65.53698457223001
2018-02-01,66.8,16837390,67.0,68.35,66.32,65.422
2018-02-02,66.07,10912810,66.18,67.04,65.86,65.45855194805195
2018-02-05,61.73,35871980,66.3,66.55,60.5,65.56820779220779
2018-02-06,64.4,24136600,62.31,64.53,62.2,65.60475974025972
2018-02-07,65.04,14985820,64.22,66.12,64.02,65.64131168831167
2018-02-08,62.42,13427410,64.63,65.07,62.4,65.67786363636363
2018-02-09,63.99,23072090,62.95,64.32,61.46,65.71441558441556
2018-02-12,65.66,13617350,64.89,65.7,64.39,65.8240714285714
2018-02-13,65.7,7673101,65.23,65.76,64.98,65.86062337662335
2018-02-14,66.59,10325410,65.15,66.8,65.1044,65.8971753246753
2018-02-15,65.28,15543240,66.38,66.38,63.86,65.93372727272725
2018-02-16,64.85,11753750,64.77,65.83,64.595,65.97027922077919
2018-02-20,63.99,27419440,63.01,64.14,61.86,66.11648701298698
2018-02-21,63.4,14892350,63.12,63.86,62.65,66.15303896103893
2018-02-22,62.18,11710550,63.15,63.58,62.03,66.18959090909087
2018-02-23,63.32,6756190,62.81,63.32,62.03,66.22614285714282
2018-02-26,66.98,27310260,64.55,67.3599,64.19,66.33579870129866
2018-02-27,66.34,14182200,67.0,67.629,66.01,66.37235064935061
2018-02-28,65.0,9552993,66.7,66.72,64.911,66.40890259740254
2018-03-01,64.96,10791990,65.03,66.2372,64.33,66.4454545454545
2018-03-02,64.74,10602490,64.31,64.85,64.03,66.61262114229851
2018-03-05,64.01,15433290,64.34,65.6,63.54,67.11412093283056
2018-03-06,62.14,23413720,63.5,63.55,61.06,67.28128752967457
2018-03-07,62.49,11223920,61.49,62.61,61.425,67.4484541265186
2018-03-08,61.82,9085205,62.65,62.74,61.5655,67.61562072336261
2018-03-09,63.03,7580183,62.36,63.06,62.12,67.78278732020662
2018-03-12,62.81,15147440,63.05,63.48,62.3,68.28428711073867
2018-03-13,59.7,38552320,59.77,61.4,59.13,68.45145370758269
2018-03-14,60.12,29754510,59.9,60.38,57.895,68.61862030442671
2018-03-15,59.89,9418467,60.03,60.28,59.56,68.78578690127073
2018-03-16,60.62,25534630,60.6,61.49,60.48,68.95295349811474
2018-03-19,58.37,14028590,60.19,60.35,57.9,69.45445328864679
2018-03-20,58.26,10609650,58.99,59.0899,57.95,69.62161988549082
2018-03-21,56.81,12221250,57.5,58.28,56.77,69.78878648233483
2018-03-22,55.58,13515190,56.24,56.83,55.52,69.95595307917884
2018-03-23,53.66,14676260,55.63,56.15,53.65,70.12311967602285
2018-03-26,56.13,12090700,54.58,56.14,54.25,70.6246194665549
2018-03-27,54.84,12235250,56.59,57.24,54.54,70.79178606339893
2018-03-28,54.7,12925100,54.81,55.97,54.455,70.95895266024294
2018-03-29,55.41,8480974,55.04,55.93,54.6217,71.12611925708696
2018-04-02,53.81,15454440,55.1,55.24,53.07,71.79493029675635
2018-04-03,54.78,7928898,54.29,55.05,53.62,71.96224154589368
2018-04-04,54.99,7493471,53.8,55.12,53.421,72.12955279503102
2018-04-05,55.04,5650054,55.49,55.5,54.44,72.29686404416836
2018-04-06,53.12,8314855,54.42,54.77,53.11,72.46417529330569
2018-04-09,53.43,7607529,53.52,54.89,53.34,72.9661090407177
2018-04-10,54.77,12012040,54.58,55.01,54.215,73.13342028985504
2018-04-11,55.01,5830937,54.19,55.07,54.15,73.30073153899237
2018-04-12,55.2,7309566,55.47,55.65,55.02,73.46804278812971
2018-04-13,55.73,12201270,56.61,56.79,55.4189,73.63535403726705
2018-04-16,54.77,7849904,55.94,55.99,54.57,74.13728778467905
2018-04-17,55.35,6505810,54.99,55.6767,54.78,74.30459903381639
2018-04-18,55.23,4796636,55.14,55.62,54.88,74.47191028295373
2018-04-19,52.57,19141940,54.0,54.14,52.5,74.63922153209106
2018-04-20,51.44,11713030,52.81,52.89,51.32,74.8065327812284
2018-04-23,50.53,10850810,51.5,51.81,50.27,75.30846652864041
2018-04-24,49.94,11666910,50.88,51.29,49.38,75.47577777777775
2018-04-25,49.75,9581297,50.0,50.44,48.87,75.64308902691508
2018-04-26,50.47,13599720,49.52,50.59,48.56,75.81040027605242
2018-04-27,51.11,9231019,50.75,51.36,50.49,75.97771152518975
2018-04-30,51.01,9446366,51.25,51.82,51.0,76.47964527260176
2018-05-01,50.82,6779093,50.76,51.05,50.04,76.6469565217391
2018-05-02,50.26,8141141,51.24,51.25,49.92,76.60000400721296
2018-05-03,50.31,8581029,49.99,50.544,49.31,76.5530514926868
2018-05-04,52.49,9873810,50.18,52.6,49.9194,76.50609897816067
2018-05-07,53.01,9573159,52.58,53.27,52.52,76.36524143458223
2018-05-08,52.86,9828384,53.04,53.27,52.105,76.31828892005609
2018-05-09,53.17,6988888,52.86,53.325,52.2,76.27133640552994
2018-05-10,54.97,12264360,54.45,55.07,53.945,76.2243838910038
2018-05-11,55.23,9638470,54.76,55.79,54.619,76.17743137647764
2018-05-14,56.74,15385420,57.33,57.8,56.34,76.03657383289921
2018-05-15,55.64,12047610,56.5,56.61,55.2204,75.98962131837307
2018-05-16,56.7,8551073,55.76,56.81,55.67,75.94266880384693
2018-05-17,56.95,11446570,56.49,57.3801,56.39,75.89571628932077
2018-05-18,57.51,11997160,56.93,57.99,56.396,75.84876377479463
2018-05-21,57.71,14235140,57.68,58.27,56.765,75.7079062312162
2018-05-22,57.39,9431533,57.91,58.36,57.07,75.66095371669006
2018-05-23,58.82,11295930,56.91,58.86,56.83,75.6140012021639
2018-05-24,59.08,12381340,58.58,59.25,58.05,75.56704868763777
2018-05-25,59.96,11479430,58.85,60.0,58.81,75.52009617311161
2018-05-29,58.23,14670800,59.5,59.5999,57.7,75.33228611500704
2018-05-30,58.39,9080236,58.41,58.65,57.66,75.2853336004809
2018-05-31,58.12,12812670,58.0,58.57,57.7601,75.23838108595474
2018-06-01,58.61,8866750,58.34,58.73,58.01,75.1914285714286
2018-06-04,58.71,9629054,58.62,58.87,57.95,75.11605844155847
2018-06-05,58.98,6542890,58.86,59.6002,58.76,75.0909350649351
2018-06-06,59.84,6224100,59.26,59.85,59.11,75.06581168831173
2018-06-07,60.64,14780110,62.0,62.65,60.22,75.04068831168834
2018-06-08,60.26,7030319,60.25,60.62,59.805,75.01556493506496
2018-06-11,59.93,7334965,60.17,60.415,59.82,74.94019480519484
2018-06-12,59.79,6956630,60.11,60.38,59.545,74.91507142857145
2018-06-13,59.22,9674514,59.67,60.23,59.12,74.88994805194808
2018-06-14,59.46,8258294,59.29,59.7,58.95,74.86482467532471
2018-06-15,59.86,13803810,59.87,59.95,58.92,74.83970129870133
2018-06-18,59.2,6936311,59.31,59.37,58.92,74.7643311688312
2018-06-19,58.7,7958117,58.28,58.735,57.85,74.73920779220782
2018-06-20,58.79,6525236,59.18,59.2,58.31,74.71408441558444
2018-06-21,58.75,6540003,59.21,59.21,58.39,74.68896103896107
2018-06-22,58.5,8073976,58.78,59.1,58.43,74.6638376623377
2018-06-25,57.05,8635187,58.09,58.14,56.61,74.58846753246756
2018-06-26,56.45,8926033,57.08,57.1455,56.31,74.56334415584419
2018-06-27,55.17,11830400,56.55,57.53,55.14,74.53822077922081
2018-06-28,55.9,11715190,55.12,56.46,55.09,74.51309740259742
2018-06-29,56.12,11273960,56.13,56.86,56.08,74.48797402597405
2018-07-02,56.18,7298699,55.4,56.22,55.12,74.39550044625784
2018-07-03,55.33,3618923,56.41,56.5298,55.25,74.35327361978837
2018-07-05,57.38,11714030,55.7,57.43,55.65,74.26881996684945
2018-07-06,57.84,8806155,57.46,58.07,57.03,74.22659314037998
2018-07-09,58.04,4568391,58.06,58.305,57.23,74.09991266097158
2018-07-10,58.37,6804134,58.06,58.47,57.95,74.05768583450212
2018-07-11,57.3,8698241,57.43,58.01,56.735,74.01545900803265
2018-07-12,58.32,8426402,57.85,58.49,57.31,73.97323218156319
2018-07-13,58.39,5266069,58.25,58.78,58.18,73.93100535509373
2018-07-16,58.35,5901058,58.42,58.84,58.06,73.80432487568534
2018-07-17,58.91,7557982,57.92,58.91,57.62,73.76209804921587
2018-07-18,58.76,6192816,59.0,59.0,58.37,73.7198712227464
2018-07-19,59.31,8072315,58.71,59.59,58.65,73.67764439627695
2018-07-20,58.61,10859660,58.98,59.18,58.4002,73.63541756980747
2018-07-23,59.08,8006231,58.4,59.21,57.815,73.50873709039908
2018-07-24,58.85,6635988,59.35,59.62,58.45,73.46651026392962
2018-07-25,59.42,12645590,58.55,59.5,57.76,73.42428343746015
2018-07-26,63.58,30993600,63.05,63.76,61.26,73.38205661099069
2018-07-27,62.69,11974220,63.22,63.51,62.22,73.33982978452123
2018-07-30,62.04,9401252,62.65,62.98,61.925,73.21314930511284
2018-07-31,64.09,22276660,63.83,64.655,63.5,73.17092247864336
2018-08-01,64.35,10706150,63.55,64.87,63.55,73.1286956521739
2018-08-02,64.77,10616930,63.96,65.04,63.64,73.31357643758764
2018-08-03,65.4,7809337,64.74,65.61,64.67,73.4984572230014
2018-08-06,65.73,10876850,65.86,66.02,65.33,74.05309957924263
2018-08-07,65.44,7810190,65.93,65.93,65.25,74.23798036465638
2018-08-08,65.16,7912014,65.21,65.55,65.12,74.42286115007012
2018-08-09,65.08,6491520,65.1,65.3,64.92,74.60774193548386
2018-08-10,64.82,8316029,64.65,64.935,64.4944,74.79262272089761
2018-08-13,64.84,6092298,65.15,65.23,64.65,75.34726507713884
2018-08-14,65.43,7748474,65.09,65.62,64.7749,75.53214586255258
2018-08-15,65.68,13524180,65.14,65.82,64.545,75.71702664796634
2018-08-16,65.76,9852520,65.86,66.1,65.5315,75.90190743338007
2018-08-17,66.06,15169870,65.5,66.19,65.12,76.08678821879383
2018-08-20,66.16,13963760,66.33,66.59,65.735,76.64143057503506
2018-08-21,66.55,11979450,66.09,66.775,66.03,76.8263113604488
2018-08-22,66.84,13859700,66.22,67.08,66.21,77.01119214586255
2018-08-23,66.86,12037430,66.98,67.29,66.8,77.19607293127629
2018-08-24,67.15,15999270,67.0,67.36,66.94,77.38095371669004
2018-08-27,67.34,12576320,67.37,67.48,67.215,77.93559607293128
2018-08-28,69.78,24951230,68.56,70.4868,67.9203,78.12047685834501
2018-08-29,69.2,11831540,69.67,70.07,69.14,78.30535764375877
2018-08-30,68.14,12015000,68.97,69.16,68.0,78.4902384291725
2018-08-31,68.71,11132260,67.99,69.0,67.94,78.67511921458626
2018-09-04,69.98,13023100,68.74,70.11,68.71,79.02104347826086
2018-09-05,70.89,15304970,69.8,71.065,69.31,79.07472463768116
2018-09-06,70.36,11995700,70.85,71.35,70.19,79.12840579710145
2018-09-07,70.38,24413620,69.84,70.62,69.615,79.18208695652174
2018-09-10,72.32,14599880,70.67,72.75,70.5,79.34313043478261
2018-09-11,72.51,9499596,71.84,72.66,71.81,79.3968115942029
