Date,Close/Last,Volume,Open,High,Low,CrudeOilUSDM
2017-07-14,56.81,4439390,56.5,56.93,56.15,49.81368863955119
2017-07-17,56.46,5097760,56.73,56.92,56.39,50.07300140252454
2017-07-18,56.29,7419206,56.34,56.38,56.0,50.15943899018232
2017-07-19,56.78,8597707,56.46,56.9399,56.01,50.24587657784011
2017-07-20,53.97,35707180,55.11,55.43,53.46,50.33231416549789
2017-07-21,53.84,12078680,53.66,54.0,53.37,50.418751753155675
2017-07-24,53.22,8813216,53.75,53.88,53.09,50.67806451612903
2017-07-25,53.27,7110013,53.2,53.65,53.07,50.76450210378681
2017-07-26,53.14,7566436,53.29,53.35,52.74,50.850939691444594
2017-07-27,52.49,14058050,53.08,53.37,52.23,50.93737727910238
2017-07-28,52.88,6643607,52.27,52.9865,52.27,51.02381486676016
2017-07-31,53.19,11301880,53.1,53.295,52.75,51.283127629733514
2017-08-01,53.41,8207783,53.3,53.43,52.91,51.3695652173913
2017-08-02,53.17,23073980,53.295,53.3885,52.78,51.491929473051485
2017-08-03,52.95,8643428,53.16,53.3399,52.75,51.61429372871167
2017-08-04,52.62,8676309,53.0,53.0,52.51,51.73665798437186
2017-08-07,52.7,6512811,52.5,52.845,52.49,52.10375075135242
2017-08-08,52.29,10456790,52.55,53.33,52.21,52.22611500701261
2017-08-09,52.77,8084091,52.05,52.8,52.0,52.3484792626728
2017-08-10,52.34,10678100,52.54,52.75,52.11,52.470843518332984
2017-08-11,52.72,5894003,52.39,53.13,52.29,52.59320777399317
2017-08-14,53.55,8117050,53.04,53.64,52.91,52.96030054097373
2017-08-15,53.87,7873900,53.66,54.08,53.35,53.08266479663392
2017-08-16,53.31,7414452,54.06,54.1,53.255,53.20502905229411
2017-08-17,52.27,6209295,53.19,53.41,52.27,53.32739330795429
2017-08-18,51.92,6692408,52.26,52.415,51.9,53.449757563614476
2017-08-21,51.98,5190770,52.0,52.08,51.5,53.81685033059504
2017-08-22,52.35,4436862,52.21,52.62,52.21,53.939214586255225
2017-08-23,52.23,5258709,52.3,52.405,51.78,54.06157884191541
2017-08-24,52.49,6197220,52.37,52.71,52.26,54.1839430975756
2017-08-25,52.03,8680526,52.78,52.8545,52.02,54.30630735323579
2017-08-28,51.81,4510636,51.77,51.81,51.46,54.67340012021635
2017-08-29,51.81,4972386,51.31,51.86,51.28,54.79576437587654
2017-08-30,52.12,4869276,51.75,52.286,51.56,54.918128631536725
2017-08-31,52.27,8215456,52.26,52.59,52.12,55.04049288719691
2017-09-01,52.05,5301713,52.53,52.77,51.925,55.1628571428571
2017-09-05,50.03,17923420,51.86,51.9,49.83,55.49017316017313
2017-09-06,50.45,16196880,50.19,50.77,49.83,55.57200216450213
2017-09-07,50.38,10034910,50.56,50.69,50.25,55.65383116883114
2017-09-08,49.64,12502270,50.35,50.45,48.92,55.73566017316015
2017-09-11,50.57,7471396,49.94,50.67,49.91,55.98114718614717
2017-09-12,50.9,4517672,50.6,51.07,50.52,56.06297619047617
2017-09-13,51.01,6183107,50.8,51.1054,50.72,56.14480519480518
2017-09-14,51.48,7740281,50.97,51.59,50.67,56.22663419913419
2017-09-15,52.19,13168570,51.95,52.29,51.44,56.30846320346319
2017-09-18,52.25,6001199,52.24,52.37,51.955,56.55395021645021
2017-09-19,52.3,4930412,52.4,52.5,52.06,56.63577922077922
2017-09-20,51.98,8349707,52.43,52.52,51.48,56.71760822510823
2017-09-21,52.03,5749601,51.86,52.2,51.71,56.79943722943723
2017-09-22,52.09,4105088,51.82,52.23,51.78,56.88126623376624
2017-09-25,51.62,8177978,51.9,52.285,51.61,57.12675324675326
2017-09-26,51.13,9378531,51.75,51.87,50.85,57.20858225108227
2017-09-27,51.55,8200472,51.43,51.61,51.1526,57.29041125541127
2017-09-28,51.75,5732672,51.38,52.04,51.31,57.37224025974028
2017-09-29,51.84,5352439,51.91,52.0447,51.62,57.45406926406929
2017-10-02,51.88,4432695,52.09,52.16,51.7,57.777653958944306
2017-10-03,52.02,4377755,51.99,52.22,51.65,57.93758064516131
2017-10-04,51.96,4528218,51.93,52.12,51.67,58.09750733137832
2017-10-05,52.35,5178780,52.17,52.43,51.96,58.25743401759533
2017-10-06,52.49,4789097,52.16,52.63,52.16,58.417360703812335
2017-10-09,52.88,5817075,52.68,52.9799,52.38,58.89714076246335
2017-10-10,53.87,8750884,52.95,53.9,52.9,59.05706744868036
2017-10-11,54.12,9426613,53.79,54.38,53.66,59.21699413489736
2017-10-12,53.0,7128581,53.88,54.175,52.96,59.37692082111437
2017-10-13,52.82,6997483,53.38,53.38,52.74,59.53684750733138
2017-10-16,52.38,5922842,52.98,53.0,52.3101,60.0166275659824
2017-10-17,52.41,7662715,52.32,52.44,51.8501,60.1765542521994
2017-10-18,52.21,6032631,52.54,52.67,52.02,60.33648093841641
2017-10-19,52.29,6693572,52.03,52.4,52.01,60.49640762463341
2017-10-20,52.02,8844049,52.51,52.59,51.94,60.65633431085042
2017-10-23,53.39,9775404,52.3,53.78,52.13,61.13611436950144
2017-10-24,54.25,11334010,53.44,54.44,53.4,61.29604105571845
2017-10-25,53.84,7573657,53.98,54.43,53.475,61.45596774193545
2017-10-26,53.8,5268706,54.1,54.39,53.665,61.61589442815246
2017-10-27,54.57,8961840,53.7,54.7,53.36,61.775821114369464
