Date,Close/Last,Volume,Open,High,Low,Gross Profit,Net Income Available to Common Shareholders,InflationRate,Total Assets,Total Liabilities,Net Income/Starting Line,Dividends Paid,Net Changes in Cash,BrentCrudeOil
2018-06-22,58.5,8073976,58.78,59.1,58.43,3056.6153846153848,-264.6263736263736,2.37,64148.25274725275,40318.868131868134,-237.59340659340614,-844.9010989010989,3965.7692307692305,74.6638376623377
2018-06-25,57.05,8635187,58.09,58.14,56.61,3045.076923076923,-55.41758241758271,2.38,64140.83516483517,40314.91208791209,-27.395604395604096,-844.934065934066,4171.846153846154,74.58846753246756
2018-06-26,56.45,8926033,57.08,57.1455,56.31,3041.230769230769,14.318681318681229,2.3833333333333333,64138.36263736264,40313.593406593405,42.67032967032992,-844.945054945055,4240.538461538462,74.56334415584419
2018-06-27,55.17,11830400,56.55,57.53,55.14,3037.3846153846152,84.05494505494516,2.3866666666666667,64135.89010989011,40312.27472527473,112.73626373626394,-844.9560439560439,4309.2307692307695,74.53822077922081
2018-06-28,55.9,11715190,55.12,56.46,55.09,3033.5384615384614,153.7912087912091,2.3899999999999997,64133.41758241758,40310.956043956045,182.80219780219886,-844.967032967033,4377.923076923077,74.51309740259742
2018-06-29,56.12,11273960,56.13,56.86,56.08,3029.6923076923076,223.52747252747304,2.393333333333333,64130.945054945056,40309.63736263736,252.86813186813288,-844.978021978022,4446.615384615385,74.48797402597405
2018-07-02,56.18,7298699,55.4,56.22,55.12,3022.9347826086955,372.30434782608694,2.393548387096774,64103.86956521739,40293.032608695656,401.9782608695652,-845.7173913043479,4508.880434782609,74.39550044625784
2018-07-03,55.33,3618923,56.41,56.5298,55.25,3023.8695652173915,381.60869565217394,2.3870967741935485,64081.739130434784,40279.065217391304,410.95652173913044,-846.4347826086956,4433.760869565217,74.35327361978837
2018-07-05,57.38,11714030,55.7,57.43,55.65,3025.7391304347825,400.2173913043478,2.3741935483870966,64037.47826086957,40251.13043478261,428.9130434782609,-847.8695652173913,4283.521739130435,74.26881996684945
2018-07-06,57.84,8806155,57.46,58.07,57.03,3026.6739130434785,409.52173913043475,2.367741935483871,64015.34782608696,40237.163043478264,437.89130434782606,-848.5869565217391,4208.402173913044,74.22659314037998
2018-07-09,58.04,4568391,58.06,58.305,57.23,3029.478260869565,437.4347826086956,2.3483870967741933,63948.95652173913,40195.260869565216,464.82608695652175,-850.7391304347826,3983.0434782608695,74.09991266097158
2018-07-10,58.37,6804134,58.06,58.47,57.95,3030.413043478261,446.7391304347826,2.3419354838709676,63926.82608695652,40181.29347826087,473.80434782608694,-851.4565217391304,3907.9239130434785,74.05768583450212
2018-07-11,57.3,8698241,57.43,58.01,56.735,3031.3478260869565,456.04347826086956,2.335483870967742,63904.69565217391,40167.32608695652,482.7826086956522,-852.1739130434783,3832.804347826087,74.01545900803265
2018-07-12,58.32,8426402,57.85,58.49,57.31,3032.282608695652,465.3478260869565,2.329032258064516,63882.565217391304,40153.358695652176,491.7608695652174,-852.8913043478261,3757.684782608696,73.97323218156319
2018-07-13,58.39,5266069,58.25,58.78,58.18,3033.217391304348,474.6521739130435,2.3225806451612905,63860.434782608696,40139.391304347824,500.7391304347826,-853.6086956521739,3682.5652173913045,73.93100535509373
2018-07-16,58.35,5901058,58.42,58.84,58.06,3036.021739130435,502.5652173913044,2.303225806451613,63794.04347826087,40097.489130434784,527.6739130434783,-855.7608695652174,3457.2065217391305,73.80432487568534
2018-07-17,58.91,7557982,57.92,58.91,57.62,3036.9565217391305,511.8695652173913,2.296774193548387,63771.913043478264,40083.52173913043,536.6521739130435,-856.4782608695652,3382.086956521739,73.76209804921587
2018-07-18,58.76,6192816,59.0,59.0,58.37,3037.891304347826,521.1739130434783,2.2903225806451615,63749.782608695656,40069.55434782609,545.6304347826087,-857.195652173913,3306.967391304348,73.7198712227464
2018-07-19,59.31,8072315,58.71,59.59,58.65,3038.8260869565215,530.4782608695652,2.2838709677419358,63727.65217391304,40055.586956521736,554.6086956521739,-857.9130434782609,3231.847826086957,73.67764439627695
2018-07-20,58.61,10859660,58.98,59.18,58.4002,3039.7608695652175,539.7826086956522,2.2774193548387096,63705.52173913043,40041.61956521739,563.5869565217391,-858.6304347826087,3156.728260869565,73.63541756980747
2018-07-23,59.08,8006231,58.4,59.21,57.815,3042.5652173913045,567.695652173913,2.2580645161290325,63639.13043478261,39999.717391304344,590.5217391304348,-860.7826086956521,2931.3695652173915,73.50873709039908
2018-07-24,58.85,6635988,59.35,59.62,58.45,3043.5,577.0,2.2516129032258068,63617.0,39985.75,599.5,-861.5,2856.25,73.46651026392962
2018-07-25,59.42,12645590,58.55,59.5,57.76,3044.4347826086955,586.304347826087,2.2451612903225806,63594.86956521739,39971.782608695656,608.4782608695652,-862.2173913043479,2781.130434782609,73.42428343746015
2018-07-26,63.58,30993600,63.05,63.76,61.26,3045.3695652173915,595.608695652174,2.238709677419355,63572.739130434784,39957.815217391304,617.4565217391304,-862.9347826086956,2706.0108695652175,73.38205661099069
2018-07-27,62.69,11974220,63.22,63.51,62.22,3046.304347826087,604.9130434782609,2.232258064516129,63550.608695652176,39943.84782608696,626.4347826086956,-863.6521739130435,2630.891304347826,73.33982978452123
2018-07-30,62.04,9401252,62.65,62.98,61.925,3049.108695652174,632.8260869565217,2.2129032258064516,63484.217391304344,39901.94565217391,653.3695652173913,-865.804347826087,2405.5326086956525,73.21314930511284
2018-07-31,64.09,22276660,63.83,64.655,63.5,3050.0434782608695,642.1304347826087,2.206451612903226,63462.086956521736,39887.97826086957,662.3478260869565,-866.5217391304348,2330.413043478261,73.17092247864336
2018-08-01,64.35,10706150,63.55,64.87,63.55,3050.978260869565,651.4347826086957,2.2,63439.95652173913,39874.010869565216,671.3260869565217,-867.2391304347826,2255.29347826087,73.1286956521739
2018-08-02,64.77,10616930,63.96,65.04,63.64,3051.913043478261,660.7391304347826,2.2,63417.82608695652,39860.04347826087,680.304347826087,-867.9565217391304,2180.1739130434785,73.31357643758764
2018-08-03,65.4,7809337,64.74,65.61,64.67,3052.8478260869565,670.0434782608695,2.2,63395.69565217391,39846.07608695652,689.2826086956521,-868.6739130434783,2105.054347826087,73.4984572230014
2018-08-06,65.73,10876850,65.86,66.02,65.33,3055.6521739130435,697.9565217391305,2.2,63329.30434782609,39804.17391304348,716.2173913043478,-870.8260869565217,1879.6956521739135,74.05309957924263
2018-08-07,65.44,7810190,65.93,65.93,65.25,3056.586956521739,707.2608695652175,2.2,63307.17391304348,39790.20652173913,725.195652173913,-871.5434782608695,1804.576086956522,74.23798036465638
2018-08-08,65.16,7912014,65.21,65.55,65.12,3057.521739130435,716.5652173913044,2.2,63285.04347826087,39776.239130434784,734.1739130434783,-872.2608695652174,1729.4565217391305,74.42286115007012
2018-08-09,65.08,6491520,65.1,65.3,64.92,3058.4565217391305,725.8695652173913,2.2,63262.913043478264,39762.27173913043,743.1521739130435,-872.9782608695652,1654.3369565217395,74.60774193548386
2018-08-10,64.82,8316029,64.65,64.935,64.4944,3059.391304347826,735.1739130434783,2.2,63240.782608695656,39748.30434782609,752.1304347826087,-873.695652173913,1579.217391304348,74.79262272089761
2018-08-13,64.84,6092298,65.15,65.23,64.65,3062.195652173913,763.0869565217391,2.2,63174.391304347824,39706.40217391304,779.0652173913043,-875.8478260869565,1353.858695652174,75.34726507713884
2018-08-14,65.43,7748474,65.09,65.62,64.7749,3063.1304347826085,772.3913043478261,2.2,63152.260869565216,39692.434782608696,788.0434782608695,-876.5652173913044,1278.739130434783,75.53214586255258
2018-08-15,65.68,13524180,65.14,65.82,64.545,3064.0652173913045,781.695652173913,2.2,63130.13043478261,39678.467391304344,797.0217391304348,-877.2826086956521,1203.6195652173915,75.71702664796634
2018-08-16,65.76,9852520,65.86,66.1,65.5315,3065.0,791.0,2.2,63108.0,39664.5,806.0,-878.0,1128.5000000000005,75.90190743338007
2018-08-17,66.06,15169870,65.5,66.19,65.12,3065.9347826086955,800.304347826087,2.2,63085.86956521739,39650.532608695656,814.9782608695652,-878.7173913043479,1053.380434782609,76.08678821879383
2018-08-20,66.16,13963760,66.33,66.59,65.735,3068.7391304347825,828.2173913043479,2.2,63019.47826086957,39608.63043478261,841.9130434782608,-880.8695652173913,828.021739130435,76.64143057503506
2018-08-21,66.55,11979450,66.09,66.775,66.03,3069.6739130434785,837.5217391304348,2.2,62997.34782608696,39594.663043478264,850.891304347826,-881.5869565217391,752.902173913044,76.8263113604488
2018-08-22,66.84,13859700,66.22,67.08,66.21,3070.608695652174,846.8260869565217,2.2,62975.217391304344,39580.69565217391,859.8695652173913,-882.304347826087,677.7826086956525,77.01119214586255
2018-08-23,66.86,12037430,66.98,67.29,66.8,3071.5434782608695,856.1304347826087,2.2,62953.086956521736,39566.72826086957,868.8478260869565,-883.0217391304348,602.6630434782614,77.19607293127629
2018-08-24,67.15,15999270,67.0,67.36,66.94,3072.478260869565,865.4347826086957,2.2,62930.95652173913,39552.760869565216,877.8260869565217,-883.7391304347826,527.54347826087,77.38095371669004
2018-08-27,67.34,12576320,67.37,67.48,67.215,3075.282608695652,893.3478260869565,2.2,62864.565217391304,39510.858695652176,904.7608695652174,-885.8913043478261,302.18478260869597,77.93559607293128
2018-08-28,69.78,24951230,68.56,70.4868,67.9203,3076.217391304348,902.6521739130435,2.2,62842.434782608696,39496.891304347824,913.7391304347826,-886.6086956521739,227.06521739130494,78.12047685834501
2018-08-29,69.2,11831540,69.67,70.07,69.14,3077.1521739130435,911.9565217391305,2.2,62820.30434782609,39482.92391304348,922.7173913043478,-887.3260869565217,151.945652173913,78.30535764375877
2018-08-30,68.14,12015000,68.97,69.16,68.0,3078.086956521739,921.2608695652174,2.2,62798.17391304348,39468.95652173913,931.695652173913,-888.0434782608695,76.82608695652198,78.4902384291725
2018-08-31,68.71,11132260,67.99,69.0,67.94,3079.021739130435,930.5652173913044,2.2,62776.04347826087,39454.989130434784,940.6739130434783,-888.7608695652174,1.7065217391309488,78.67511921458626
2018-09-04,69.98,13023100,68.74,70.11,68.71,3082.7608695652175,967.7826086956522,2.1900000000000004,62687.52173913043,39399.11956521739,976.5869565217391,-891.6304347826087,-298.77173913043407,79.02104347826086
2018-09-05,70.89,15304970,69.8,71.065,69.31,3083.695652173913,977.0869565217391,2.186666666666667,62665.391304347824,39385.15217391304,985.5652173913043,-892.3478260869565,-373.891304347826,79.07472463768116
2018-09-06,70.36,11995700,70.85,71.35,70.19,3084.6304347826085,986.3913043478261,2.1833333333333336,62643.260869565216,39371.184782608696,994.5434782608695,-893.0652173913044,-449.01086956521704,79.12840579710145
2018-09-07,70.38,24413620,69.84,70.62,69.615,3085.5652173913045,995.6956521739131,2.18,62621.13043478261,39357.217391304344,1003.5217391304348,-893.7826086956521,-524.1304347826081,79.18208695652174
2018-09-10,72.32,14599880,70.67,72.75,70.5,3088.3695652173915,1023.608695652174,2.17,62554.739130434784,39315.315217391304,1030.4565217391305,-895.9347826086956,-749.489130434782,79.34313043478261
2018-09-11,72.51,9499596,71.84,72.66,71.81,3089.304347826087,1032.913043478261,2.166666666666667,62532.608695652176,39301.34782608696,1039.4347826086955,-896.6521739130435,-824.6086956521731,79.3968115942029
2018-09-12,71.75,12589970,72.09,72.5,70.02,3090.2391304347825,1042.217391304348,2.1633333333333336,62510.47826086957,39287.38043478261,1048.413043478261,-897.3695652173913,-899.728260869565,79.4504927536232
2018-09-13,74.61,22758120,73.68,75.36,73.48,3091.1739130434785,1051.521739130435,2.16,62488.34782608696,39273.413043478264,1057.391304347826,-898.0869565217391,-974.847826086956,79.50417391304349
2018-09-14,75.09,12693840,74.53,76.04,74.41,3092.108695652174,1060.8260869565217,2.1566666666666667,62466.217391304344,39259.44565217391,1066.3695652173913,-898.804347826087,-1049.967391304347,79.55785507246377
2018-09-17,73.24,11556400,74.84,75.28,73.11,3094.913043478261,1088.7391304347825,2.146666666666667,62399.82608695652,39217.54347826087,1093.304347826087,-900.9565217391304,-1275.326086956521,79.71889855072465
2018-09-18,74.72,11689650,73.8,76.5,73.51,3095.8478260869565,1098.0434782608695,2.1433333333333335,62377.69565217391,39203.57608695652,1102.282608695652,-901.6739130434783,-1350.445652173912,79.77257971014494
2018-09-19,74.06,11456680,75.37,75.37,73.77,3096.782608695652,1107.3478260869565,2.14,62355.565217391304,39189.608695652176,1111.2608695652175,-902.3913043478261,-1425.565217391304,79.82626086956522
2018-09-20,74.6,11739370,74.48,75.11,74.2081,3097.717391304348,1116.6521739130435,2.1366666666666667,62333.434782608696,39175.641304347824,1120.2391304347825,-903.1086956521739,-1500.684782608695,79.87994202898551
2018-09-21,73.7,21312620,74.83,74.87,73.13,3098.6521739130435,1125.9565217391305,2.1333333333333333,62311.30434782609,39161.67391304348,1129.2173913043478,-903.8260869565217,-1575.804347826086,79.9336231884058
2018-09-24,73.58,15442890,73.08,73.85,72.8,3101.4565217391305,1153.8695652173915,2.1233333333333335,62244.913043478264,39119.77173913043,1156.1521739130435,-905.9782608695652,-1801.16304347826,80.09466666666667
2018-09-25,72.74,20712780,72.64,73.57,72.58,3102.391304347826,1163.1739130434783,2.12,62222.782608695656,39105.80434782609,1165.1304347826085,-906.695652173913,-1876.282608695652,80.14834782608696
2018-09-26,71.76,11301880,72.68,73.26,71.58,3103.326086956522,1172.4782608695652,2.1166666666666667,62200.65217391304,39091.836956521736,1174.108695652174,-907.4130434782609,-1951.402173913043,80.20202898550725
2018-09-27,71.71,12496430,72.18,72.68,71.475,3104.2608695652175,1181.7826086956522,2.1133333333333333,62178.52173913043,39077.86956521739,1183.086956521739,-908.1304347826087,-2026.521739130434,80.25571014492755
2018-09-28,72.03,19770810,71.51,73.26,71.25,3105.195652173913,1191.086956521739,2.1100000000000003,62156.391304347824,39063.90217391304,1192.0652173913043,-908.8478260869565,-2101.641304347825,80.30939130434784
2018-10-01,72.6,9335121,72.46,73.43,72.1,3108.0,1219.0,2.1,62090.0,39022.0,1219.0,-911.0,-2327.0,80.4704347826087
2018-10-02,73.35,9220417,72.4,73.91,72.2719,3105.358695652174,1199.6304347826087,2.103225806451613,61770.739130434784,38944.70652173913,1199.304347826087,-910.5108695652174,-2582.5978260869565,79.97698967231928
2018-10-03,72.64,7077184,73.59,73.885,72.59,3102.717391304348,1180.2608695652175,2.106451612903226,61451.47826086957,38867.413043478264,1179.608695652174,-910.0217391304348,-2838.195652173913,79.48354456202985
2018-10-04,72.38,8598628,72.0,72.7,71.8569,3100.0760869565215,1160.891304347826,2.109677419354839,61132.217391304344,38790.11956521739,1159.913043478261,-909.5326086956521,-3093.7934782608695,78.99009945174042
2018-10-05,71.21,11734920,72.39,72.66,70.55,3097.4347826086955,1141.5217391304348,2.1129032258064515,60812.95652173913,38712.82608695652,1140.2173913043478,-909.0434782608696,-3349.391304347826,78.49665434145099
2018-10-08,70.93,10083940,70.78,71.6,70.56,3089.5108695652175,1083.413043478261,2.1225806451612903,59855.17391304348,38480.94565217391,1081.1304347826087,-907.5760869565217,-4116.184782608696,77.0163190105827
2018-10-09,70.13,10327510,70.76,70.96,70.09,3086.8695652173915,1064.0434782608695,2.1258064516129034,59535.913043478264,38403.65217391304,1061.4347826086957,-907.0869565217391,-4371.782608695652,76.52287390029328
2018-10-10,66.73,22216870,68.77,69.56,66.62,3084.228260869565,1044.6739130434783,2.1290322580645165,59216.65217391304,38326.358695652176,1041.7391304347825,-906.5978260869565,-4627.380434782609,76.02942879000385
2018-10-11,64.29,25808960,66.35,66.99,63.61,3081.586956521739,1025.304347826087,2.132258064516129,58897.391304347824,38249.065217391304,1022.0434782608695,-906.1086956521739,-4882.978260869566,75.53598367971442
2018-10-12,64.29,15656960,65.55,65.65,63.27,3078.945652173913,1005.9347826086956,2.135483870967742,58578.13043478261,38171.77173913043,1002.3478260869565,-905.6195652173913,-5138.576086956522,75.04253856942499
2018-10-15,64.17,12287910,64.23,65.2,64.01,3071.021739130435,947.8260869565217,2.145161290322581,57620.34782608696,37939.891304347824,943.2608695652174,-904.1521739130435,-5905.369565217392,73.5622032385567
2018-10-16,66.12,15929630,64.78,66.39,64.62,3068.3804347826085,928.4565217391305,2.1483870967741936,57301.086956521736,37862.59782608696,923.5652173913044,-903.6630434782609,-6160.967391304348,73.06875812826726
2018-10-17,66.1,14777840,66.38,66.61,65.29,3065.7391304347825,909.0869565217391,2.1516129032258067,56981.82608695652,37785.30434782609,903.8695652173913,-903.1739130434783,-6416.565217391304,72.57531301797783
2018-10-18,65.15,12214680,65.68,66.32,64.87,3063.0978260869565,889.7173913043478,2.1548387096774193,56662.565217391304,37708.010869565216,884.1739130434783,-902.6847826086956,-6672.163043478261,72.0818679076884
2018-10-19,65.36,10671850,65.45,66.21,65.0,3060.4565217391305,870.3478260869565,2.1580645161290324,56343.30434782609,37630.71739130435,864.4782608695652,-902.195652173913,-6927.760869565218,71.58842279739898
2018-10-22,66.12,12886320,65.69,66.6,65.225,3052.532608695652,812.2391304347826,2.167741935483871,55385.52173913043,37398.836956521736,805.3913043478261,-900.7282608695652,-7694.554347826087,70.10808746653069
2018-10-23,66.38,13437320,63.66,66.92,63.57,3049.891304347826,792.8695652173913,2.170967741935484,55066.260869565216,37321.54347826087,785.695652173913,-900.2391304347826,-7950.152173913044,69.61464235624126
2018-10-24,62.62,23301210,65.87,66.39,62.5,3047.25,773.5,2.174193548387097,54747.0,37244.25,766.0,-899.75,-8205.75,69.12119724595183
2018-10-25,63.2,20380830,63.81,63.83,62.35,3044.608695652174,754.1304347826087,2.17741935483871,54427.739130434784,37166.95652173913,746.304347826087,-899.2608695652174,-8461.347826086956,68.6277521356624
2018-10-26,62.48,17043100,61.5,63.64,61.18,3041.967391304348,734.7608695652174,2.1806451612903226,54108.47826086957,37089.663043478264,726.608695652174,-898.7717391304348,-8716.945652173912,68.13430702537298
2018-10-29,62.17,14771050,63.5,63.69,61.27,3034.0434782608695,676.6521739130435,2.1903225806451614,53150.69565217391,36857.78260869565,667.5217391304348,-897.304347826087,-9483.739130434784,66.65397169450469
2018-10-30,63.18,18862030,62.36,63.72,62.17,3031.4021739130435,657.2826086956521,2.1935483870967745,52831.434782608696,36780.489130434784,647.8260869565217,-896.8152173913044,-9739.33695652174,66.16052658421526
2018-10-31,62.89,12913140,62.91,63.52,62.0681,3028.7608695652175,637.9130434782609,2.196774193548387,52512.17391304348,36703.19565217391,628.1304347826087,-896.3260869565217,-9994.934782608696,65.66708147392583
2018-11-01,63.71,10992620,63.2,64.31,62.88,3026.1195652173915,618.5434782608695,2.2,52192.913043478264,36625.90217391304,608.4347826086956,-895.8369565217391,-10250.532608695652,65.1736363636364
2018-11-02,63.33,13478820,63.94,63.955,62.3401,3023.478260869565,599.1739130434783,2.2,51873.65217391304,36548.608695652176,588.7391304347826,-895.3478260869565,-10506.130434782608,64.88330880230885
2018-11-05,63.47,13370050,63.08,63.8021,62.66,3015.554347826087,541.0652173913044,2.2,50915.86956521739,36316.72826086957,529.6521739130435,-893.8804347826087,-11272.923913043478,64.01232611832616
2018-11-06,63.63,8752637,63.35,64.34,62.41,3012.913043478261,521.695652173913,2.2,50596.608695652176,36239.434782608696,509.9565217391305,-893.3913043478261,-11528.521739130436,63.721998556998585
2018-11-07,63.21,18379760,63.5,63.75,62.28,3010.271739130435,502.32608695652175,2.2,50277.34782608696,36162.141304347824,490.2608695652174,-892.9021739130435,-11784.119565217392,63.43167099567103
2018-11-08,58.05,32152810,58.0,60.15,57.6,3007.6304347826085,482.9565217391304,2.2,49958.08695652174,36084.84782608696,470.5652173913044,-892.4130434782609,-12039.717391304348,63.14134343434346
2018-11-09,56.72,21741670,57.78,58.2356,56.19,3004.9891304347825,463.5869565217391,2.2,49638.82608695652,36007.55434782609,450.86956521739137,-891.9239130434783,-12295.315217391304,62.851015873015896
2018-11-12,54.49,24215770,56.37,56.5,54.43,2997.0652173913045,405.47826086956525,2.2,48681.04347826087,35775.67391304348,391.78260869565224,-890.4565217391304,-13062.108695652174,61.98003318903321
2018-11-13,54.16,20880770,54.74,55.49,54.05,2994.4239130434785,386.1086956521739,2.2,48361.78260869565,35698.38043478261,372.0869565217391,-889.9673913043479,-13317.70652173913,61.68970562770564
2018-11-14,53.94,13836710,54.84,54.89,53.67,2991.782608695652,366.7391304347826,2.2,48042.52173913043,35621.086956521736,352.3913043478261,-889.4782608695652,-13573.304347826088,61.39937806637808
2018-11-15,55.39,18849280,53.83,55.54,53.53,2989.141304347826,347.36956521739125,2.2,47723.260869565216,35543.79347826087,332.6956521739131,-888.9891304347826,-13828.902173913044,61.10905050505052
2018-11-16,55.88,57297720,55.12,57.04,54.99,2986.5,328.0,2.2,47404.0,35466.5,313.0,-888.5,-14084.5,60.81872294372295
2018-11-19,54.9,20080460,55.85,56.62,54.87,2978.576086956522,269.8913043478261,2.2,46446.21739130435,35234.61956521739,253.91304347826087,-887.0326086956521,-14851.29347826087,59.947740259740264
2018-11-20,54.92,20655110,54.2,55.4299,54.07,2975.9347826086955,250.52173913043475,2.2,46126.956521739135,35157.32608695652,234.21739130434787,-886.5434782608696,-15106.891304347826,59.6574126984127
2018-11-21,55.27,13012000,55.21,56.5,55.18,2973.2934782608695,231.1521739130435,2.2,45807.69565217391,35080.032608695656,214.52173913043475,-886.054347826087,-15362.489130434784,59.367085137085134
2018-11-23,55.25,4671883,54.77,55.745,54.75,2968.0108695652175,192.41304347826076,2.2,45169.17391304348,34925.44565217391,175.13043478260875,-885.0760869565217,-15873.684782608696,58.78643001443001
2018-11-26,55.73,10352690,55.79,56.38,55.175,2960.086956521739,134.304347826087,2.2,44211.391304347824,34693.565217391304,116.0434782608695,-883.6086956521739,-16640.478260869568,57.91544733044732
2018-11-27,55.57,9709175,55.59,56.225,55.35,2957.445652173913,114.93478260869574,2.2,43892.13043478261,34616.27173913043,96.3478260869565,-883.1195652173913,-16896.07608695652,57.625119769119756
2018-11-28,56.65,17326030,55.89,56.72,54.691,2954.804347826087,95.56521739130426,2.2,43572.86956521739,34538.97826086957,76.6521739130435,-882.6304347826087,-17151.67391304348,57.33479220779219
2018-11-29,58.11,26873000,57.89,59.05,57.77,2952.163043478261,76.195652173913,2.2,43253.608695652176,34461.684782608696,56.956521739130494,-882.1413043478261,-17407.271739130436,57.04446464646463
2018-11-30,58.26,18194030,58.22,58.47,57.02,2949.521739130435,56.82608695652175,2.2,42934.34782608696,34384.391304347824,37.26086956521749,-881.6521739130435,-17662.869565217392,56.75413708513707
2018-12-03,59.14,17111810,60.51,60.51,58.4,2941.5978260869565,-1.2826086956522431,2.2,41976.565217391304,34152.510869565216,-21.82608695652175,-880.1847826086956,-18429.663043478264,56.645022373605805
2018-12-04,57.73,15829600,58.99,59.48,57.22,2938.9565217391305,-20.652173913043498,2.2,41657.30434782609,34075.21739130435,-41.52173913043475,-879.695652173913,-18685.260869565216,56.73562879850396
2018-12-06,57.11,17893450,56.01,57.21,55.6941,2933.673913043478,-59.39130434782601,2.2,41018.78260869565,33920.63043478261,-80.91304347826076,-878.7173913043479,-19196.456521739132,56.91684164830026
2018-12-07,55.99,17050440,56.61,57.12,55.73,2931.032608695652,-78.76086956521749,2.2,40699.52173913043,33843.336956521736,-100.60869565217399,-878.2282608695652,-19452.054347826088,57.00744807319841
2018-12-10,57.24,20330070,57.77,58.25,56.64,2923.108695652174,-136.86956521739125,2.2,39741.739130434784,33611.45652173913,-159.695652173913,-876.7608695652174,-20218.847826086956,57.27926734789287
2018-12-11,57.35,13057400,58.45,58.66,56.8313,2920.467391304348,-156.23913043478274,2.2,39422.47826086957,33534.163043478264,-179.391304347826,-876.2717391304348,-20474.445652173912,57.36987377279102
2018-12-12,57.72,13239360,58.44,58.58,57.53,2917.826086956522,-175.608695652174,2.2,39103.21739130435,33456.86956521739,-199.086956521739,-875.7826086956521,-20730.04347826087,57.46048019768917
2018-12-13,58.09,8941884,58.14,58.38,57.56,2915.1847826086955,-194.97826086956525,2.2,38783.956521739135,33379.57608695652,-218.78260869565224,-875.2934782608695,-20985.641304347828,57.55108662258732
2018-12-14,57.62,13550980,57.56,59.0,57.36,2912.5434782608695,-214.3478260869565,2.2,38464.69565217392,33302.28260869565,-238.47826086956525,-874.804347826087,-21241.239130434784,57.641693047485475
2018-12-17,57.0,16627350,57.59,58.34,56.67,2904.6195652173915,-272.4565217391305,2.2,37506.913043478264,33070.40217391304,-297.56521739130426,-873.3369565217391,-22008.032608695652,57.913512322179926
2018-12-18,57.78,12338230,57.69,58.54,57.4,2901.978260869565,-291.82608695652175,2.2,37187.65217391304,32993.108695652176,-317.26086956521726,-872.8478260869565,-22263.630434782608,58.00411874707808
2018-12-19,56.69,17375570,57.54,58.5,56.06,2899.336956521739,-311.195652173913,2.2,36868.391304347824,32915.815217391304,-336.9565217391305,-872.3586956521739,-22519.228260869564,58.09472517197623
2018-12-20,56.37,21739630,57.22,57.94,56.06,2896.695652173913,-330.5652173913045,2.2,36549.13043478261,32838.52173913043,-356.6521739130435,-871.8695652173913,-22774.826086956524,58.185331596874384
2018-12-21,54.85,38197880,56.26,57.28,54.69,2894.054347826087,-349.93478260869574,2.2,36229.86956521739,32761.228260869564,-376.3478260869565,-871.3804347826087,-23030.42391304348,58.27593802177253
2018-12-24,53.65,8274961,53.7,54.89,53.57,2886.1304347826085,-408.0434782608695,2.2,35272.08695652174,32529.347826086956,-435.4347826086955,-869.9130434782609,-23797.217391304348,58.54775729646699
2018-12-26,55.96,18327720,54.25,56.0,53.512,2880.8478260869565,-446.78260869565224,2.2,34633.565217391304,32374.760869565216,-474.82608695652175,-868.9347826086956,-24308.41304347826,58.72897014626329
2018-12-27,56.09,15447600,55.54,56.39,54.77,2878.2065217391305,-466.1521739130435,2.2,34314.30434782609,32297.467391304348,-494.52173913043475,-868.445652173913,-24564.01086956522,58.81957657116144
2018-12-28,56.81,12746290,56.33,57.53,56.24,2875.5652173913045,-485.52173913043475,2.2,33995.04347826087,32220.17391304348,-514.2173913043478,-867.9565217391305,-24819.608695652176,58.910182996059596
2018-12-31,56.91,8876961,57.12,57.41,56.2818,2867.641304347826,-543.6304347826087,2.2,33037.260869565216,31988.29347826087,-573.304347826087,-866.4891304347826,-25586.402173913044,59.182002270754055
2019-01-02,57.4,9885460,56.2,58.0,55.92,2862.6555555555556,-544.8777777777777,2.196774193548387,32734.977777777778,31896.755555555555,-574.5444444444445,-864.7111111111111,-25573.87777777778,59.429427769986
2019-01-03,55.7,14395960,55.95,56.84,55.52,2860.311111111111,-526.7555555555556,2.1935483870967745,32751.955555555556,31882.51111111111,-556.0888888888888,-863.4222222222222,-25305.755555555555,59.5862468443198
2019-01-04,56.6,14175400,56.5,56.83,55.2101,2857.9666666666667,-508.6333333333333,2.1903225806451614,32768.933333333334,31868.266666666666,-537.6333333333333,-862.1333333333333,-25037.633333333335,59.7430659186536
2019-01-07,56.44,12316290,56.39,57.16,55.945,2850.9333333333334,-454.26666666666665,2.1806451612903226,32819.86666666667,31825.533333333333,-482.26666666666665,-858.2666666666667,-24233.266666666666,60.213523141655
2019-01-08,55.95,12108720,56.71,56.88,55.61,2848.588888888889,-436.14444444444445,2.17741935483871,32836.84444444445,31811.28888888889,-463.81111111111113,-856.9777777777778,-23965.144444444446,60.3703422159888
2019-01-09,56.61,10970950,56.26,57.11,56.14,2846.2444444444445,-418.02222222222224,2.174193548387097,32853.822222222225,31797.044444444444,-445.35555555555555,-855.6888888888889,-23697.022222222222,60.5271612903226
2019-01-10,56.8,10954470,56.19,56.99,56.1,2843.9,-399.9,2.170967741935484,32870.8,31782.8,-426.9,-854.4,-23428.9,60.6839803646564
2019-01-11,57.5,12022060,56.47,58.17,56.33,2841.5555555555557,-381.77777777777777,2.167741935483871,32887.77777777778,31768.555555555555,-408.44444444444446,-853.1111111111111,-23160.777777777777,60.8407994389902
