DATE,DTWEXBGS
2022-03-11,117.1415
2022-03-14,117.2681
2022-03-15,117.3366
2022-03-16,116.9088
2022-03-17,116.1617
2022-03-18,116.2705
2022-03-21,116.0795
2022-03-22,116.2307
2022-03-23,116.1466
2022-03-24,116.1156
2022-03-25,115.958
2022-03-28,116.344
2022-03-29,115.7168
2022-03-30,115.2245
2022-03-31,115.3456
2022-04-01,115.6251
2022-04-04,115.5679
2022-04-05,115.8748
2022-04-06,116.1355
2022-04-07,116.4626
2022-04-08,116.5353
2022-04-11,116.679
2022-04-12,116.5305
2022-04-13,116.4239
2022-04-14,116.8916
2022-04-15,116.8441
2022-04-18,116.9885
2022-04-19,117.2858
2022-04-20,116.8998
2022-04-21,117.3118
2022-04-22,118.1736
